group,sensitivity,specificity,group_type,boot_id
Above 4x poverty line,0.4444444444444444,0.9779411764705882,income,1895
Below poverty line,0.6082474226804123,0.8614457831325302,income,1895
Middle (2-4x),0.538961038961039,0.9316455696202531,income,1895
Near poverty (1-2x),0.6040268456375839,0.9041666666666667,income,1895
Mexican American,0.32786885245901637,0.96,race,1896
Non-Hispanic Asian,0.1875,0.9736842105263158,race,1896
Non-Hispanic Black,0.6565656565656566,0.937007874015748,race,1896
Non-Hispanic White,0.5329949238578681,0.8888888888888888,race,1896
Other Hispanic,0.6046511627906976,0.968421052631579,race,1896
Other Race - Including Multi-Racial,0.5483870967741935,0.8823529411764706,race,1896
Above 4x poverty line,0.359375,0.985663082437276,income,1896
Below poverty line,0.5578947368421052,0.8613138686131386,income,1896
Middle (2-4x),0.5061728395061729,0.9333333333333333,income,1896
Near poverty (1-2x),0.5704225352112676,0.9071729957805907,income,1896
Mexican American,0.4098360655737705,0.9266666666666666,race,1897
Non-Hispanic Asian,0.34375,0.9736842105263158,race,1897
Non-Hispanic Black,0.6161616161616161,0.937007874015748,race,1897
Non-Hispanic White,0.5939086294416244,0.918918918918919,race,1897
Other Hispanic,0.5581395348837209,0.9263157894736842,race,1897
Other Race - Including Multi-Racial,0.3870967741935484,0.9607843137254902,race,1897
Above 4x poverty line,0.3088235294117647,0.9927007299270073,income,1897
Below poverty line,0.5533980582524272,0.8451612903225807,income,1897
Middle (2-4x),0.5316455696202531,0.9481132075471698,income,1897
Near poverty (1-2x),0.6567164179104478,0.9090909090909091,income,1897
Mexican American,0.4918032786885246,0.8733333333333333,race,1898
Non-Hispanic Asian,0.375,0.968421052631579,race,1898
Non-Hispanic Black,0.5353535353535354,0.937007874015748,race,1898
Non-Hispanic White,0.5634517766497462,0.9069069069069069,race,1898
Other Hispanic,0.5813953488372093,0.9368421052631579,race,1898
Other Race - Including Multi-Racial,0.45161290322580644,0.9215686274509803,race,1898
Above 4x poverty line,0.3620689655172414,0.9734848484848485,income,1898
Below poverty line,0.5666666666666667,0.8895705521472392,income,1898
Middle (2-4x),0.5304878048780488,0.9117647058823529,income,1898
Near poverty (1-2x),0.5695364238410596,0.9117647058823529,income,1898
Mexican American,0.39344262295081966,0.92,race,1899
Non-Hispanic Asian,0.375,0.9578947368421052,race,1899
Non-Hispanic Black,0.6464646464646465,0.9212598425196851,race,1899
Non-Hispanic White,0.6040609137055838,0.93993993993994,race,1899
Other Hispanic,0.5581395348837209,0.8736842105263158,race,1899
Other Race - Including Multi-Racial,0.5161290322580645,0.9607843137254902,race,1899
Above 4x poverty line,0.4375,0.9771863117870723,income,1899
Below poverty line,0.6454545454545455,0.852760736196319,income,1899
Middle (2-4x),0.5481927710843374,0.9354838709677419,income,1899
Near poverty (1-2x),0.5609756097560976,0.9262295081967213,income,1899
Mexican American,0.4262295081967213,0.9466666666666667,race,1900
Non-Hispanic Asian,0.4375,0.9789473684210527,race,1900
Non-Hispanic Black,0.6060606060606061,0.937007874015748,race,1900
Non-Hispanic White,0.5431472081218274,0.9099099099099099,race,1900
Other Hispanic,0.627906976744186,0.9263157894736842,race,1900
Other Race - Including Multi-Racial,0.5483870967741935,0.9215686274509803,race,1900
Above 4x poverty line,0.3220338983050847,0.9812734082397003,income,1900
Below poverty line,0.6238532110091743,0.891156462585034,income,1900
Middle (2-4x),0.506578947368421,0.9358024691358025,income,1900
Near poverty (1-2x),0.6083916083916084,0.9133858267716536,income,1900
Mexican American,0.3114754098360656,0.9466666666666667,race,1901
Non-Hispanic Asian,0.34375,0.9631578947368421,race,1901
Non-Hispanic Black,0.6565656565656566,0.937007874015748,race,1901
Non-Hispanic White,0.5634517766497462,0.9039039039039038,race,1901
Other Hispanic,0.5581395348837209,0.9578947368421052,race,1901
Other Race - Including Multi-Racial,0.7096774193548387,0.9215686274509803,race,1901
Above 4x poverty line,0.38235294117647056,0.9754385964912281,income,1901
Below poverty line,0.6756756756756757,0.8823529411764706,income,1901
Middle (2-4x),0.5125,0.9465648854961832,income,1901
Near poverty (1-2x),0.5564516129032258,0.8966942148760331,income,1901
Mexican American,0.5573770491803278,0.9333333333333333,race,1902
Non-Hispanic Asian,0.34375,0.968421052631579,race,1902
Non-Hispanic Black,0.5353535353535354,0.9488188976377953,race,1902
Non-Hispanic White,0.5939086294416244,0.9129129129129129,race,1902
Other Hispanic,0.6046511627906976,0.9473684210526315,race,1902
Other Race - Including Multi-Racial,0.4838709677419355,0.9215686274509803,race,1902
Above 4x poverty line,0.3770491803278688,0.9695817490494296,income,1902
Below poverty line,0.6134453781512605,0.8859060402684564,income,1902
Middle (2-4x),0.4897959183673469,0.9460093896713615,income,1902
Near poverty (1-2x),0.6470588235294118,0.9191489361702128,income,1902
Mexican American,0.45901639344262296,0.9666666666666667,race,1903
Non-Hispanic Asian,0.4375,0.9736842105263158,race,1903
Non-Hispanic Black,0.5757575757575758,0.9606299212598425,race,1903
