group,sensitivity,specificity,group_type,boot_id
Below poverty line,NA,0.8955223880597015,income,3098
Middle (2-4x),0.46835443037974683,0.9228971962616822,income,3098
Near poverty (1-2x),0.5923076923076923,0.8823529411764706,income,3098
Mexican American,0.4262295081967213,0.9533333333333334,race,3099
Non-Hispanic Asian,0.3125,0.9578947368421052,race,3099
Non-Hispanic Black,0.6464646464646465,0.9291338582677166,race,3099
Non-Hispanic White,0.649746192893401,0.8708708708708709,race,3099
Other Hispanic,0.5813953488372093,0.9473684210526315,race,3099
Other Race - Including Multi-Racial,0.5161290322580645,0.9019607843137255,race,3099
Above 4x poverty line,0.4,0.9774436090225563,income,3099
Below poverty line,0.6134453781512605,0.8875,income,3099
Middle (2-4x),0.5874125874125874,0.9148418491484185,income,3099
Near poverty (1-2x),0.624113475177305,0.885593220338983,income,3099
Mexican American,0.36065573770491804,0.92,race,3100
Non-Hispanic Asian,0.3125,0.9789473684210527,race,3100
Non-Hispanic Black,0.6060606060606061,0.9094488188976378,race,3100
Non-Hispanic White,0.583756345177665,0.9069069069069069,race,3100
Other Hispanic,0.5813953488372093,0.9263157894736842,race,3100
Other Race - Including Multi-Racial,0.4838709677419355,0.9215686274509803,race,3100
Above 4x poverty line,0.38333333333333336,0.984251968503937,income,3100
Below poverty line,0.5982905982905983,0.8439716312056738,income,3100
Middle (2-4x),0.5060240963855421,0.9247058823529412,income,3100
Near poverty (1-2x),0.5833333333333334,0.9090909090909091,income,3100
Mexican American,0.4098360655737705,0.94,race,3101
Non-Hispanic Asian,0.3125,0.9526315789473684,race,3101
Non-Hispanic Black,0.5858585858585859,0.9409448818897638,race,3101
Non-Hispanic White,0.5380710659898477,0.9129129129129129,race,3101
Other Hispanic,0.5813953488372093,0.9157894736842105,race,3101
Other Race - Including Multi-Racial,0.4838709677419355,0.8627450980392157,race,3101
Above 4x poverty line,0.3541666666666667,0.9887218045112782,income,3101
Below poverty line,0.5473684210526316,0.8616352201257862,income,3101
Middle (2-4x),0.5207100591715976,0.9166666666666666,income,3101
Near poverty (1-2x),0.543046357615894,0.9259259259259259,income,3101
Mexican American,0.4426229508196721,0.94,race,3102
Non-Hispanic Asian,0.4375,0.9789473684210527,race,3102
Non-Hispanic Black,0.48484848484848486,0.9448818897637795,race,3102
Non-Hispanic White,0.5380710659898477,0.918918918918919,race,3102
Other Hispanic,0.4883720930232558,0.9263157894736842,race,3102
Other Race - Including Multi-Racial,0.6129032258064516,0.9215686274509803,race,3102
Above 4x poverty line,0.31746031746031744,0.97265625,income,3102
Below poverty line,0.5909090909090909,0.8940397350993378,income,3102
Middle (2-4x),0.5228758169934641,0.9391727493917275,income,3102
Near poverty (1-2x),0.5109489051094891,0.9333333333333333,income,3102
Mexican American,0.36065573770491804,0.9066666666666666,race,3103
Non-Hispanic Asian,0.28125,0.968421052631579,race,3103
Non-Hispanic Black,0.6161616161616161,0.8976377952755905,race,3103
Non-Hispanic White,0.6446700507614214,0.9009009009009009,race,3103
Other Hispanic,0.627906976744186,0.9263157894736842,race,3103
Other Race - Including Multi-Racial,0.5483870967741935,0.9803921568627451,race,3103
Above 4x poverty line,0.3230769230769231,0.9862068965517241,income,3103
Below poverty line,0.6699029126213593,0.8121212121212121,income,3103
Middle (2-4x),0.48717948717948717,0.9326683291770573,income,3103
Near poverty (1-2x),0.697841726618705,0.8847926267281107,income,3103
Mexican American,0.3770491803278688,0.9266666666666666,race,3104
Non-Hispanic Asian,0.4375,0.9736842105263158,race,3104
Non-Hispanic Black,NA,0.9015748031496063,race,3104
Non-Hispanic White,0.6091370558375635,0.8768768768768769,race,3104
Other Hispanic,0.5348837209302325,0.9578947368421052,race,3104
Other Race - Including Multi-Racial,0.41935483870967744,0.9803921568627451,race,3104
Above 4x poverty line,0.40540540540540543,0.9849056603773585,income,3104
Below poverty line,NA,0.8723404255319149,income,3104
Middle (2-4x),0.5225806451612903,0.9236453201970444,income,3104
Near poverty (1-2x),0.632,0.8697318007662835,income,3104
Mexican American,0.4262295081967213,0.9266666666666666,race,3105
Non-Hispanic Asian,0.40625,0.9473684210526315,race,3105
Non-Hispanic Black,0.6060606060606061,0.9251968503937008,race,3105
Non-Hispanic White,0.6192893401015228,0.8798798798798799,race,3105
Other Hispanic,0.6046511627906976,0.9263157894736842,race,3105
Other Race - Including Multi-Racial,0.5161290322580645,1,race,3105
Above 4x poverty line,0.4,0.9678714859437751,income,3105
Below poverty line,0.6346153846153846,0.8666666666666667,income,3105
Middle (2-4x),0.5448275862068965,0.9155844155844156,income,3105
Near poverty (1-2x),0.6174496644295302,0.9030837004405287,income,3105
Mexican American,0.2786885245901639,0.9533333333333334,race,3106
Non-Hispanic Asian,0.375,0.9789473684210527,race,3106
Non-Hispanic Black,0.5252525252525253,0.9291338582677166,race,3106
Non-Hispanic White,0.5786802030456852,0.9039039039039038,race,3106
Other Hispanic,0.5581395348837209,0.9157894736842105,race,3106
Other Race - Including Multi-Racial,0.6129032258064516,0.9607843137254902,race,3106
Above 4x poverty line,0.375,0.9783393501805054,income,3106
Below poverty line,0.5428571428571428,0.8716216216216216,income,3106
Middle (2-4x),0.4713375796178344,0.9566265060240964,income,3106
Near poverty (1-2x),0.593103448275862,0.8798283261802575,income,3106
Mexican American,0.4098360655737705,0.9133333333333333,race,3107
Non-Hispanic Asian,0.28125,0.9578947368421052,race,3107
Non-Hispanic Black,0.6060606060606061,0.937007874015748,race,3107
Non-Hispanic White,0.5532994923857868,0.9069069069069069,race,3107
Other Hispanic,0.6046511627906976,0.9157894736842105,race,3107
Other Race - Including Multi-Racial,0.41935483870967744,0.9019607843137255,race,3107
Above 4x poverty line,0.32857142857142857,0.9744525547445255,income,3107
Below poverty line,0.5714285714285714,0.8601398601398601,income,3107
Middle (2-4x),0.4935897435897436,0.9221411192214112,income,3107
Near poverty (1-2x),0.6187050359712231,0.9102040816326531,income,3107
Mexican American,0.32786885245901637,0.94,race,3108
Non-Hispanic Asian,0.25,0.9631578947368421,race,3108
Non-Hispanic Black,0.5151515151515151,0.9645669291338582,race,3108
Non-Hispanic White,0.5736040609137056,0.9099099099099099,race,3108
Other Hispanic,0.5116279069767442,0.9473684210526315,race,3108
Other Race - Including Multi-Racial,0.5161290322580645,0.9607843137254902,race,3108
Above 4x poverty line,0.38961038961038963,0.9962121212121212,income,3108
Below poverty line,0.5050505050505051,0.927007299270073,income,3108
Middle (2-4x),0.4906832298136646,0.9364705882352942,income,3108
Near poverty (1-2x),0.5634920634920635,0.902834008097166,income,3108
Mexican American,0.4098360655737705,0.9133333333333333,race,3109
Non-Hispanic Asian,0.375,0.968421052631579,race,3109
Non-Hispanic Black,0.5050505050505051,0.9133858267716536,race,3109
Non-Hispanic White,0.583756345177665,0.9369369369369369,race,3109
Other Hispanic,0.5116279069767442,0.9263157894736842,race,3109
Other Race - Including Multi-Racial,0.5483870967741935,0.8823529411764706,race,3109
Above 4x poverty line,0.35,0.9775280898876404,income,3109
Below poverty line,0.5882352941176471,0.8933333333333333,income,3109
Middle (2-4x),0.4805194805194805,0.9225352112676056,income,3109
Near poverty (1-2x),0.5850340136054422,0.9130434782608695,income,3109
Mexican American,0.3770491803278688,0.9266666666666666,race,3110
Non-Hispanic Asian,0.4375,0.9631578947368421,race,3110
Non-Hispanic Black,0.6363636363636364,0.937007874015748,race,3110
Non-Hispanic White,0.5228426395939086,0.8768768768768769,race,3110
Other Hispanic,0.6046511627906976,0.9473684210526315,race,3110
Other Race - Including Multi-Racial,0.3870967741935484,0.9215686274509803,race,3110
Above 4x poverty line,0.4,0.9712230215827338,income,3110
Below poverty line,0.54,0.8723404255319149,income,3110
Middle (2-4x),0.4528301886792453,0.9154589371980676,income,3110
Near poverty (1-2x),0.6241610738255033,0.9041666666666667,income,3110
Mexican American,0.4426229508196721,0.9,race,3111
Non-Hispanic Asian,0.34375,0.9368421052631579,race,3111
Non-Hispanic Black,0.5151515151515151,0.9291338582677166,race,3111
Non-Hispanic White,0.5583756345177665,0.8948948948948949,race,3111
Other Hispanic,0.5813953488372093,0.9157894736842105,race,3111
Other Race - Including Multi-Racial,0.5161290322580645,0.9607843137254902,race,3111
Above 4x poverty line,0.26865671641791045,0.9716312056737588,income,3111
Below poverty line,0.5887850467289719,0.89375,income,3111
Middle (2-4x),0.5197368421052632,0.9148418491484185,income,3111
Near poverty (1-2x),0.583941605839416,0.8636363636363636,income,3111
Mexican American,0.5081967213114754,0.9333333333333333,race,3112
Non-Hispanic Asian,0.53125,0.9578947368421052,race,3112
Non-Hispanic Black,NA,0.9251968503937008,race,3112
Non-Hispanic White,0.5634517766497462,0.9009009009009009,race,3112
Other Hispanic,0.5348837209302325,0.9052631578947369,race,3112
Other Race - Including Multi-Racial,0.4838709677419355,0.8823529411764706,race,3112
Above 4x poverty line,0.4520547945205479,0.9891696750902527,income,3112
Below poverty line,NA,0.7777777777777778,income,3112
Middle (2-4x),0.5159235668789809,0.9333333333333333,income,3112
Near poverty (1-2x),0.5984848484848485,0.8982300884955752,income,3112
Mexican American,0.5409836065573771,0.94,race,3113
Non-Hispanic Asian,0.375,0.968421052631579,race,3113
Non-Hispanic Black,0.5353535353535354,0.952755905511811,race,3113
Non-Hispanic White,0.5532994923857868,0.8588588588588588,race,3113
Other Hispanic,0.5813953488372093,0.9157894736842105,race,3113
Other Race - Including Multi-Racial,0.6129032258064516,0.9215686274509803,race,3113
Above 4x poverty line,0.48484848484848486,0.9748201438848921,income,3113
Below poverty line,0.66,0.881578947368421,income,3113
Middle (2-4x),0.4723926380368098,0.9213759213759214,income,3113
Near poverty (1-2x),0.5671641791044776,0.8771186440677966,income,3113
Mexican American,0.3770491803278688,0.94,race,3114
Non-Hispanic Asian,0.3125,0.9631578947368421,race,3114
Non-Hispanic Black,0.5151515151515151,0.9448818897637795,race,3114
Non-Hispanic White,0.5329949238578681,0.8858858858858859,race,3114
Other Hispanic,0.6744186046511628,0.8947368421052632,race,3114
Other Race - Including Multi-Racial,0.5806451612903226,0.9019607843137255,race,3114
Above 4x poverty line,0.34328358208955223,0.972,income,3114
Below poverty line,0.5773195876288659,0.8633540372670807,income,3114
Middle (2-4x),0.5228758169934641,0.9296116504854369,income,3114
Near poverty (1-2x),0.5273972602739726,0.9,income,3114
Mexican American,0.4098360655737705,0.92,race,3115
Non-Hispanic Asian,0.25,0.9578947368421052,race,3115
Non-Hispanic Black,NA,0.9291338582677166,race,3115
Non-Hispanic White,0.5989847715736041,0.9159159159159159,race,3115
Other Hispanic,0.5116279069767442,0.9263157894736842,race,3115
Other Race - Including Multi-Racial,0.5161290322580645,0.9411764705882353,race,3115
Above 4x poverty line,0.3709677419354839,0.974169741697417,income,3115
Below poverty line,NA,0.8625954198473282,income,3115
Middle (2-4x),0.5060240963855421,0.9307875894988067,income,3115
Near poverty (1-2x),0.6434108527131783,0.9126984126984127,income,3115
Mexican American,0.4098360655737705,0.9533333333333334,race,3116
Non-Hispanic Asian,0.3125,0.968421052631579,race,3116
Non-Hispanic Black,0.6262626262626263,0.9448818897637795,race,3116
Non-Hispanic White,0.5329949238578681,0.8948948948948949,race,3116
Other Hispanic,0.5813953488372093,0.9368421052631579,race,3116
Other Race - Including Multi-Racial,0.5161290322580645,0.9607843137254902,race,3116
Above 4x poverty line,0.3114754098360656,0.9765625,income,3116
Below poverty line,0.6396396396396397,0.8903225806451613,income,3116
Middle (2-4x),0.5414012738853503,0.9315068493150684,income,3116
Near poverty (1-2x),0.5074626865671642,0.9241071428571429,income,3116
Mexican American,0.3770491803278688,0.9533333333333334,race,3117
Non-Hispanic Asian,0.15625,0.968421052631579,race,3117
Non-Hispanic Black,0.5656565656565656,0.9448818897637795,race,3117
Non-Hispanic White,0.5786802030456852,0.8798798798798799,race,3117
Other Hispanic,0.5116279069767442,0.9052631578947369,race,3117
Other Race - Including Multi-Racial,0.41935483870967744,0.9411764705882353,race,3117
Above 4x poverty line,0.3088235294117647,0.975177304964539,income,3117
Below poverty line,0.5648148148148148,0.8987341772151899,income,3117
Middle (2-4x),0.4868421052631579,0.9148418491484185,income,3117
Near poverty (1-2x),0.5703703703703704,0.9054054054054054,income,3117
Mexican American,0.47540983606557374,0.8866666666666667,race,3118
Non-Hispanic Asian,0.3125,0.9578947368421052,race,3118
Non-Hispanic Black,0.6363636363636364,0.9448818897637795,race,3118
Non-Hispanic White,0.6345177664974619,0.8828828828828829,race,3118
Other Hispanic,0.6046511627906976,0.9473684210526315,race,3118
Other Race - Including Multi-Racial,0.3548387096774194,0.9215686274509803,race,3118
Above 4x poverty line,0.39622641509433965,0.97265625,income,3118
Below poverty line,0.7075471698113207,0.8503401360544217,income,3118
Middle (2-4x),0.5028901734104047,0.9234234234234234,income,3118
Near poverty (1-2x),0.6183206106870229,0.8938053097345132,income,3118
Mexican American,0.36065573770491804,0.9533333333333334,race,3119
Non-Hispanic Asian,0.34375,0.9578947368421052,race,3119
Non-Hispanic Black,NA,0.952755905511811,race,3119
Non-Hispanic White,0.6294416243654822,0.8708708708708709,race,3119
Other Hispanic,0.5348837209302325,0.9157894736842105,race,3119
Other Race - Including Multi-Racial,0.5483870967741935,0.9411764705882353,race,3119
Above 4x poverty line,0.4406779661016949,0.9813432835820896,income,3119
Below poverty line,NA,0.8611111111111112,income,3119
Middle (2-4x),0.5126582278481012,0.925754060324826,income,3119
Near poverty (1-2x),0.6111111111111112,0.8956521739130435,income,3119
Mexican American,0.3442622950819672,0.94,race,3120
Non-Hispanic Asian,0.3125,0.9578947368421052,race,3120
Non-Hispanic Black,0.5151515151515151,0.9212598425196851,race,3120
Non-Hispanic White,0.5634517766497462,0.8828828828828829,race,3120
Other Hispanic,0.4883720930232558,0.9368421052631579,race,3120
Other Race - Including Multi-Racial,0.5483870967741935,0.9215686274509803,race,3120
Above 4x poverty line,0.3225806451612903,0.9782608695652174,income,3120
Below poverty line,0.5869565217391305,0.8098591549295775,income,3120
Middle (2-4x),0.4419889502762431,0.9315068493150684,income,3120
Near poverty (1-2x),0.6015625,0.8940092165898618,income,3120
Mexican American,0.45901639344262296,0.9333333333333333,race,3121
Non-Hispanic Asian,0.28125,0.9789473684210527,race,3121
Non-Hispanic Black,0.5555555555555556,0.9212598425196851,race,3121
Non-Hispanic White,0.5634517766497462,0.918918918918919,race,3121
Other Hispanic,0.6976744186046512,0.9263157894736842,race,3121
Other Race - Including Multi-Racial,0.5806451612903226,0.9215686274509803,race,3121
Above 4x poverty line,0.3492063492063492,0.9800796812749004,income,3121
Below poverty line,0.6407766990291263,0.8604651162790697,income,3121
Middle (2-4x),0.543046357615894,0.9317073170731708,income,3121
Near poverty (1-2x),0.5547945205479452,0.9375,income,3121
Mexican American,0.3770491803278688,0.92,race,3122
Non-Hispanic Asian,0.34375,0.9789473684210527,race,3122
Non-Hispanic Black,0.5353535353535354,0.9291338582677166,race,3122
Non-Hispanic White,0.6446700507614214,0.8978978978978979,race,3122
Other Hispanic,0.4883720930232558,0.968421052631579,race,3122
Other Race - Including Multi-Racial,0.5161290322580645,0.9411764705882353,race,3122
Above 4x poverty line,0.5,0.976271186440678,income,3122
Below poverty line,0.5714285714285714,0.8902439024390244,income,3122
Middle (2-4x),0.4913294797687861,0.9212598425196851,income,3122
Near poverty (1-2x),0.6,0.9184549356223176,income,3122
Mexican American,0.4262295081967213,0.8933333333333333,race,3123
Non-Hispanic Asian,0.34375,0.9789473684210527,race,3123
Non-Hispanic Black,0.5757575757575758,0.9645669291338582,race,3123
Non-Hispanic White,0.5939086294416244,0.8948948948948949,race,3123
Other Hispanic,0.5581395348837209,0.9473684210526315,race,3123
Other Race - Including Multi-Racial,0.45161290322580644,0.9607843137254902,race,3123
Above 4x poverty line,0.4444444444444444,0.9736842105263158,income,3123
Below poverty line,0.6756756756756757,0.8986486486486487,income,3123
Middle (2-4x),0.4594594594594595,0.9366515837104072,income,3123
Near poverty (1-2x),0.5606060606060606,0.9032258064516129,income,3123
Mexican American,0.4262295081967213,0.9266666666666666,race,3124
Non-Hispanic Asian,0.3125,0.9631578947368421,race,3124
Non-Hispanic Black,0.5656565656565656,0.8976377952755905,race,3124
Non-Hispanic White,0.5685279187817259,0.8768768768768769,race,3124
Other Hispanic,0.5813953488372093,0.968421052631579,race,3124
Other Race - Including Multi-Racial,0.5483870967741935,0.8627450980392157,race,3124
Above 4x poverty line,0.3793103448275862,0.9845559845559846,income,3124
Below poverty line,0.6,0.8083832335329342,income,3124
Middle (2-4x),0.4858757062146893,0.9174528301886793,income,3124
Near poverty (1-2x),0.6090225563909775,0.8923766816143498,income,3124
Mexican American,0.3770491803278688,0.9266666666666666,race,3125
Non-Hispanic Asian,0.25,0.9578947368421052,race,3125
Non-Hispanic Black,0.5555555555555556,0.9606299212598425,race,3125
Non-Hispanic White,0.6091370558375635,0.9099099099099099,race,3125
Other Hispanic,0.4883720930232558,0.9578947368421052,race,3125
Other Race - Including Multi-Racial,0.5161290322580645,0.8823529411764706,race,3125
Above 4x poverty line,0.4375,0.9771863117870723,income,3125
Below poverty line,0.5619047619047619,0.8823529411764706,income,3125
Middle (2-4x),0.5220125786163522,0.9375,income,3125
Near poverty (1-2x),0.5407407407407407,0.92,income,3125
Mexican American,0.4918032786885246,0.9,race,3126
Non-Hispanic Asian,0.40625,0.9631578947368421,race,3126
Non-Hispanic Black,0.6161616161616161,0.905511811023622,race,3126
Non-Hispanic White,0.5786802030456852,0.9099099099099099,race,3126
Other Hispanic,0.5348837209302325,0.9578947368421052,race,3126
Other Race - Including Multi-Racial,0.4838709677419355,0.9019607843137255,race,3126
Above 4x poverty line,0.4,0.9775280898876404,income,3126
Below poverty line,0.6082474226804123,0.8590604026845637,income,3126
Middle (2-4x),0.5406976744186046,0.9257425742574258,income,3126
Near poverty (1-2x),0.6046511627906976,0.8893280632411067,income,3126
Mexican American,0.5409836065573771,0.9066666666666666,race,3127
Non-Hispanic Asian,0.40625,0.9736842105263158,race,3127
Non-Hispanic Black,0.6060606060606061,0.9330708661417323,race,3127
Non-Hispanic White,0.5939086294416244,0.8888888888888888,race,3127
Other Hispanic,0.6744186046511628,0.9473684210526315,race,3127
Other Race - Including Multi-Racial,0.5483870967741935,0.9607843137254902,race,3127
Above 4x poverty line,0.4375,0.973384030418251,income,3127
Below poverty line,0.6481481481481481,0.8571428571428571,income,3127
Middle (2-4x),0.5555555555555556,0.9320388349514563,income,3127
Near poverty (1-2x),0.6190476190476191,0.9031007751937985,income,3127
Mexican American,0.4262295081967213,0.9066666666666666,race,3128
Non-Hispanic Asian,0.34375,0.9578947368421052,race,3128
Non-Hispanic Black,0.6767676767676768,0.905511811023622,race,3128
Non-Hispanic White,0.5989847715736041,0.8948948948948949,race,3128
Other Hispanic,0.627906976744186,0.9368421052631579,race,3128
Other Race - Including Multi-Racial,0.41935483870967744,0.8823529411764706,race,3128
Above 4x poverty line,0.3508771929824561,0.9695817490494296,income,3128
Below poverty line,0.5462184873949579,0.8618421052631579,income,3128
Middle (2-4x),0.5816993464052288,0.9108433734939759,income,3128
Near poverty (1-2x),0.6567164179104478,0.8888888888888888,income,3128
Mexican American,0.4426229508196721,0.9,race,3129
Non-Hispanic Asian,0.53125,0.9631578947368421,race,3129
Non-Hispanic Black,0.5656565656565656,0.9488188976377953,race,3129
Non-Hispanic White,0.5736040609137056,0.8858858858858859,race,3129
Other Hispanic,0.6046511627906976,0.9473684210526315,race,3129
Other Race - Including Multi-Racial,0.6774193548387096,0.9411764705882353,race,3129
Above 4x poverty line,0.36666666666666664,0.9789915966386554,income,3129
Below poverty line,0.6363636363636364,0.9144736842105263,income,3129
Middle (2-4x),0.5679012345679012,0.9105504587155964,income,3129
Near poverty (1-2x),0.5845070422535211,0.902834008097166,income,3129
Mexican American,0.4262295081967213,0.96,race,3130
Non-Hispanic Asian,0.21875,0.9421052631578948,race,3130
Non-Hispanic Black,0.5656565656565656,0.9094488188976378,race,3130
Non-Hispanic White,0.5736040609137056,0.8948948948948949,race,3130
Other Hispanic,0.5348837209302325,0.9473684210526315,race,3130
Other Race - Including Multi-Racial,0.4838709677419355,0.9215686274509803,race,3130
Above 4x poverty line,0.35,0.9580152671755725,income,3130
Below poverty line,0.5585585585585585,0.8903225806451613,income,3130
Middle (2-4x),0.47096774193548385,0.9202898550724637,income,3130
Near poverty (1-2x),0.6131386861313869,0.9049586776859504,income,3130
Mexican American,0.47540983606557374,0.9066666666666666,race,3131
Non-Hispanic Asian,0.53125,0.968421052631579,race,3131
Non-Hispanic Black,0.6161616161616161,0.9566929133858267,race,3131
Non-Hispanic White,0.5431472081218274,0.918918918918919,race,3131
Other Hispanic,0.5581395348837209,0.9263157894736842,race,3131
Other Race - Including Multi-Racial,0.5161290322580645,0.9411764705882353,race,3131
Above 4x poverty line,0.375,0.9822695035460993,income,3131
Below poverty line,0.6210526315789474,0.8630952380952381,income,3131
Middle (2-4x),0.5088757396449705,0.9384615384615385,income,3131
Near poverty (1-2x),0.6296296296296297,0.9313304721030042,income,3131
Mexican American,0.47540983606557374,0.9066666666666666,race,3132
Non-Hispanic Asian,0.375,0.968421052631579,race,3132
Non-Hispanic Black,0.5454545454545454,0.9488188976377953,race,3132
Non-Hispanic White,0.6243654822335025,0.8708708708708709,race,3132
Other Hispanic,0.5348837209302325,0.9578947368421052,race,3132
Other Race - Including Multi-Racial,0.4838709677419355,0.9019607843137255,race,3132
Above 4x poverty line,0.390625,0.9660377358490566,income,3132
Below poverty line,0.5625,0.8859060402684564,income,3132
Middle (2-4x),0.5844155844155844,0.9323308270676691,income,3132
Near poverty (1-2x),0.5864661654135338,0.8769230769230769,income,3132
Mexican American,0.4262295081967213,0.92,race,3133
Non-Hispanic Asian,0.40625,0.968421052631579,race,3133
Non-Hispanic Black,0.5757575757575758,0.9448818897637795,race,3133
Non-Hispanic White,0.5380710659898477,0.9009009009009009,race,3133
Other Hispanic,0.4418604651162791,0.9052631578947369,race,3133
Other Race - Including Multi-Racial,0.5483870967741935,1,race,3133
Above 4x poverty line,0.3230769230769231,0.9777777777777777,income,3133
Below poverty line,0.5887850467289719,0.8571428571428571,income,3133
Middle (2-4x),0.47878787878787876,0.9304556354916067,income,3133
Near poverty (1-2x),0.5952380952380952,0.9267241379310345,income,3133
Mexican American,0.36065573770491804,0.94,race,3134
Non-Hispanic Asian,0.25,0.9631578947368421,race,3134
Non-Hispanic Black,0.5757575757575758,0.952755905511811,race,3134
Non-Hispanic White,0.5380710659898477,0.8798798798798799,race,3134
Other Hispanic,0.5581395348837209,0.9263157894736842,race,3134
Other Race - Including Multi-Racial,0.4838709677419355,0.9215686274509803,race,3134
Above 4x poverty line,0.3275862068965517,0.9637681159420289,income,3134
Below poverty line,0.5188679245283019,0.8955223880597015,income,3134
Middle (2-4x),0.49390243902439024,0.9294117647058824,income,3134
Near poverty (1-2x),0.5703703703703704,0.8949579831932774,income,3134
Mexican American,0.36065573770491804,0.9533333333333334,race,3135
Non-Hispanic Asian,0.34375,0.9578947368421052,race,3135
Non-Hispanic Black,0.5858585858585859,0.952755905511811,race,3135
Non-Hispanic White,0.6091370558375635,0.9159159159159159,race,3135
Other Hispanic,0.5813953488372093,0.9368421052631579,race,3135
Other Race - Including Multi-Racial,0.3870967741935484,0.9607843137254902,race,3135
Above 4x poverty line,0.47761194029850745,0.967741935483871,income,3135
Below poverty line,0.631578947368421,0.9096774193548387,income,3135
Middle (2-4x),0.4759036144578313,0.9355608591885441,income,3135
Near poverty (1-2x),0.5703703703703704,0.9409090909090909,income,3135
Mexican American,0.5245901639344263,0.9533333333333334,race,3136
Non-Hispanic Asian,0.40625,0.9736842105263158,race,3136
Non-Hispanic Black,NA,0.9291338582677166,race,3136
Non-Hispanic White,0.5888324873096447,0.9009009009009009,race,3136
Other Hispanic,0.6744186046511628,0.8736842105263158,race,3136
Other Race - Including Multi-Racial,0.4838709677419355,1,race,3136
Above 4x poverty line,0.41935483870967744,0.9783393501805054,income,3136
Below poverty line,NA,0.8397435897435898,income,3136
Middle (2-4x),0.5853658536585366,0.9484029484029484,income,3136
Near poverty (1-2x),0.5572519083969466,0.9012875536480687,income,3136
Mexican American,0.4426229508196721,0.9266666666666666,race,3137
Non-Hispanic Asian,0.5,0.968421052631579,race,3137
Non-Hispanic Black,0.5656565656565656,0.9606299212598425,race,3137
Non-Hispanic White,0.5685279187817259,0.9069069069069069,race,3137
Other Hispanic,0.6511627906976745,0.9263157894736842,race,3137
Other Race - Including Multi-Racial,0.41935483870967744,0.9803921568627451,race,3137
Above 4x poverty line,0.3230769230769231,0.9844961240310077,income,3137
Below poverty line,0.5925925925925926,0.9333333333333333,income,3137
Middle (2-4x),0.5379746835443038,0.9368932038834952,income,3137
Near poverty (1-2x),0.6212121212121212,0.8972332015810277,income,3137
Mexican American,0.5409836065573771,0.8933333333333333,race,3138
Non-Hispanic Asian,0.21875,0.9473684210526315,race,3138
Non-Hispanic Black,0.6767676767676768,0.9291338582677166,race,3138
Non-Hispanic White,0.5888324873096447,0.8948948948948949,race,3138
Other Hispanic,0.627906976744186,0.9578947368421052,race,3138
Other Race - Including Multi-Racial,0.41935483870967744,0.9019607843137255,race,3138
Above 4x poverty line,0.35714285714285715,0.9851851851851852,income,3138
Below poverty line,0.6779661016949152,0.8245614035087719,income,3138
Middle (2-4x),0.5106382978723404,0.9298245614035088,income,3138
Near poverty (1-2x),0.6148648648648649,0.8884120171673819,income,3138
Mexican American,0.3114754098360656,0.96,race,3139
Non-Hispanic Asian,0.34375,0.9526315789473684,race,3139
Non-Hispanic Black,0.5959595959595959,0.9133858267716536,race,3139
Non-Hispanic White,0.5380710659898477,0.8888888888888888,race,3139
Other Hispanic,0.5348837209302325,0.9263157894736842,race,3139
Other Race - Including Multi-Racial,0.5806451612903226,0.9803921568627451,race,3139
Above 4x poverty line,0.34375,0.9683794466403162,income,3139
Below poverty line,0.5636363636363636,0.8713450292397661,income,3139
Middle (2-4x),0.5454545454545454,0.9164677804295943,income,3139
Near poverty (1-2x),0.5095541401273885,0.9260869565217391,income,3139
Mexican American,0.39344262295081966,0.9133333333333333,race,3140
Non-Hispanic Asian,0.3125,0.9789473684210527,race,3140
Non-Hispanic Black,0.5858585858585859,0.9212598425196851,race,3140
Non-Hispanic White,0.5786802030456852,0.9009009009009009,race,3140
Other Hispanic,0.6046511627906976,0.968421052631579,race,3140
Other Race - Including Multi-Racial,0.4838709677419355,0.9411764705882353,race,3140
Above 4x poverty line,0.31666666666666665,0.9813432835820896,income,3140
Below poverty line,0.6339285714285714,0.8690476190476191,income,3140
Middle (2-4x),0.4935897435897436,0.9444444444444444,income,3140
Near poverty (1-2x),0.5925925925925926,0.8834080717488789,income,3140
Mexican American,0.4098360655737705,0.94,race,3141
Non-Hispanic Asian,0.21875,0.9526315789473684,race,3141
Non-Hispanic Black,0.5959595959595959,0.952755905511811,race,3141
Non-Hispanic White,0.5076142131979695,0.8828828828828829,race,3141
Other Hispanic,0.6046511627906976,0.9368421052631579,race,3141
Other Race - Including Multi-Racial,0.4838709677419355,0.9019607843137255,race,3141
Above 4x poverty line,0.3389830508474576,0.9660377358490566,income,3141
Below poverty line,0.616822429906542,0.8873239436619719,income,3141
Middle (2-4x),0.4502923976608187,0.9294117647058824,income,3141
Near poverty (1-2x),0.5476190476190477,0.8962655601659751,income,3141
Mexican American,0.4262295081967213,0.9266666666666666,race,3142
Non-Hispanic Asian,0.3125,0.9631578947368421,race,3142
Non-Hispanic Black,0.5757575757575758,0.9291338582677166,race,3142
Non-Hispanic White,0.5532994923857868,0.8918918918918919,race,3142
Other Hispanic,0.46511627906976744,0.9368421052631579,race,3142
Other Race - Including Multi-Racial,0.45161290322580644,0.9215686274509803,race,3142
Above 4x poverty line,0.38095238095238093,0.9809885931558935,income,3142
Below poverty line,0.5431034482758621,0.8975903614457831,income,3142
