group,sensitivity,group_type,boot_id
Mexican American,0.525,race,3825
Non-Hispanic Asian,0.32098765432098764,race,3825
Non-Hispanic Black,0.5232558139534884,race,3825
Non-Hispanic White,0.5602968460111317,race,3825
Other Hispanic,0.5704225352112676,race,3825
Other Race - Including Multi-Racial,0.5238095238095238,race,3825
Above 4x poverty line,0.35374149659863946,income,3825
Below poverty line,0.5959885386819485,income,3825
Middle (2-4x),0.4763092269326683,income,3825
Near poverty (1-2x),0.5984455958549223,income,3825
Mexican American,0.475,race,3826
Non-Hispanic Asian,0.38271604938271603,race,3826
Non-Hispanic Black,0.562015503875969,race,3826
Non-Hispanic White,0.5194805194805194,race,3826
Other Hispanic,0.528169014084507,race,3826
Other Race - Including Multi-Racial,0.5714285714285714,race,3826
Above 4x poverty line,0.3032258064516129,income,3826
Below poverty line,0.5802469135802469,income,3826
Middle (2-4x),0.48661800486618007,income,3826
Near poverty (1-2x),0.5776081424936387,income,3826
Mexican American,0.47,race,3827
Non-Hispanic Asian,0.37037037037037035,race,3827
Non-Hispanic Black,0.5891472868217055,race,3827
Non-Hispanic White,0.5157699443413729,race,3827
Other Hispanic,0.528169014084507,race,3827
Other Race - Including Multi-Racial,0.49206349206349204,race,3827
Above 4x poverty line,0.32386363636363635,income,3827
Below poverty line,0.6190476190476191,income,3827
Middle (2-4x),0.4533678756476684,income,3827
Near poverty (1-2x),0.5714285714285714,income,3827
Mexican American,0.44,race,3828
Non-Hispanic Asian,0.35802469135802467,race,3828
Non-Hispanic Black,0.5271317829457365,race,3828
Non-Hispanic White,0.5009276437847866,race,3828
Other Hispanic,0.528169014084507,race,3828
Other Race - Including Multi-Racial,0.5396825396825397,race,3828
Above 4x poverty line,0.31736526946107785,income,3828
Below poverty line,0.5626822157434402,income,3828
Middle (2-4x),0.4467005076142132,income,3828
Near poverty (1-2x),0.554089709762533,income,3828
Mexican American,0.505,race,3829
Non-Hispanic Asian,0.3333333333333333,race,3829
Non-Hispanic Black,0.562015503875969,race,3829
Non-Hispanic White,0.5677179962894249,race,3829
Other Hispanic,0.5140845070422535,race,3829
Other Race - Including Multi-Racial,0.5873015873015873,race,3829
Above 4x poverty line,0.34545454545454546,income,3829
Below poverty line,0.6267806267806267,income,3829
Middle (2-4x),0.5063291139240507,income,3829
Near poverty (1-2x),0.5698924731182796,income,3829
Mexican American,0.5,race,3830
Non-Hispanic Asian,0.3333333333333333,race,3830
Non-Hispanic Black,0.5271317829457365,race,3830
Non-Hispanic White,0.549165120593692,race,3830
Other Hispanic,0.4859154929577465,race,3830
Other Race - Including Multi-Racial,0.5079365079365079,race,3830
Above 4x poverty line,0.30057803468208094,income,3830
Below poverty line,0.6260387811634349,income,3830
Middle (2-4x),0.49226804123711343,income,3830
Near poverty (1-2x),0.5290858725761773,income,3830
Mexican American,0.46,race,3831
Non-Hispanic Asian,0.345679012345679,race,3831
Non-Hispanic Black,0.5271317829457365,race,3831
Non-Hispanic White,0.549165120593692,race,3831
Other Hispanic,0.5211267605633803,race,3831
Other Race - Including Multi-Racial,0.5396825396825397,race,3831
Above 4x poverty line,0.3448275862068966,income,3831
Below poverty line,0.5648414985590778,income,3831
Middle (2-4x),0.48936170212765956,income,3831
Near poverty (1-2x),0.5699481865284974,income,3831
Mexican American,0.48,race,3832
Non-Hispanic Asian,0.25925925925925924,race,3832
Non-Hispanic Black,0.4806201550387597,race,3832
Non-Hispanic White,0.5584415584415584,race,3832
Other Hispanic,0.5352112676056338,race,3832
Other Race - Including Multi-Racial,0.5555555555555556,race,3832
Above 4x poverty line,0.31210191082802546,income,3832
Below poverty line,0.547945205479452,income,3832
Middle (2-4x),0.5050505050505051,income,3832
Near poverty (1-2x),0.5589041095890411,income,3832
Mexican American,0.44,race,3833
Non-Hispanic Asian,0.43209876543209874,race,3833
Non-Hispanic Black,0.5271317829457365,race,3833
Non-Hispanic White,0.5398886827458256,race,3833
Other Hispanic,0.5774647887323944,race,3833
Other Race - Including Multi-Racial,0.6190476190476191,race,3833
Above 4x poverty line,0.3558282208588957,income,3833
Below poverty line,0.5941176470588235,income,3833
Middle (2-4x),0.48507462686567165,income,3833
Near poverty (1-2x),0.5714285714285714,income,3833
Mexican American,0.42,race,3834
Non-Hispanic Asian,0.3950617283950617,race,3834
Non-Hispanic Black,0.5465116279069767,race,3834
Non-Hispanic White,0.5417439703153989,race,3834
Other Hispanic,0.5422535211267606,race,3834
Other Race - Including Multi-Racial,0.49206349206349204,race,3834
Above 4x poverty line,0.3502824858757062,income,3834
Below poverty line,0.5823529411764706,income,3834
Middle (2-4x),0.4884318766066838,income,3834
Near poverty (1-2x),0.5490716180371353,income,3834
Mexican American,0.49,race,3835
Non-Hispanic Asian,0.38271604938271603,race,3835
Non-Hispanic Black,0.6046511627906976,race,3835
Non-Hispanic White,0.5640074211502782,race,3835
Other Hispanic,0.5352112676056338,race,3835
Other Race - Including Multi-Racial,0.4603174603174603,race,3835
Above 4x poverty line,0.3588235294117647,income,3835
Below poverty line,0.6101694915254238,income,3835
Middle (2-4x),0.5026041666666666,income,3835
Near poverty (1-2x),0.5973333333333334,income,3835
Mexican American,0.46,race,3836
Non-Hispanic Asian,0.345679012345679,race,3836
Non-Hispanic Black,0.5891472868217055,race,3836
Non-Hispanic White,0.5102040816326531,race,3836
Other Hispanic,0.5352112676056338,race,3836
Other Race - Including Multi-Racial,0.4444444444444444,race,3836
Above 4x poverty line,0.32919254658385094,income,3836
Below poverty line,0.617816091954023,income,3836
Middle (2-4x),0.4752475247524752,income,3836
Near poverty (1-2x),0.5162162162162162,income,3836
Mexican American,0.475,race,3837
Non-Hispanic Asian,0.345679012345679,race,3837
Non-Hispanic Black,0.5542635658914729,race,3837
Non-Hispanic White,0.5417439703153989,race,3837
Other Hispanic,0.4788732394366197,race,3837
Other Race - Including Multi-Racial,0.5396825396825397,race,3837
Above 4x poverty line,0.35294117647058826,income,3837
Below poverty line,0.6016483516483516,income,3837
Middle (2-4x),0.45384615384615384,income,3837
Near poverty (1-2x),0.5682451253481894,income,3837
Mexican American,0.44,race,3838
Non-Hispanic Asian,0.35802469135802467,race,3838
Non-Hispanic Black,0.5426356589147286,race,3838
Non-Hispanic White,0.5120593692022264,race,3838
Other Hispanic,0.5492957746478874,race,3838
Other Race - Including Multi-Racial,0.5555555555555556,race,3838
Above 4x poverty line,0.3048780487804878,income,3838
Below poverty line,0.5910364145658263,income,3838
Middle (2-4x),0.42933333333333334,income,3838
Near poverty (1-2x),0.5788113695090439,income,3838
Mexican American,0.465,race,3839
Non-Hispanic Asian,0.2962962962962963,race,3839
Non-Hispanic Black,0.5542635658914729,race,3839
Non-Hispanic White,0.5287569573283859,race,3839
Other Hispanic,0.5774647887323944,race,3839
Other Race - Including Multi-Racial,0.5079365079365079,race,3839
Above 4x poverty line,0.3508771929824561,income,3839
Below poverty line,0.5884146341463414,income,3839
Middle (2-4x),0.47880299251870323,income,3839
Near poverty (1-2x),0.5587467362924282,income,3839
Mexican American,0.41,race,3840
Non-Hispanic Asian,0.30864197530864196,race,3840
Non-Hispanic Black,0.5387596899224806,race,3840
Non-Hispanic White,0.5194805194805194,race,3840
Other Hispanic,0.5704225352112676,race,3840
Other Race - Including Multi-Racial,0.5396825396825397,race,3840
Above 4x poverty line,0.3181818181818182,income,3840
Below poverty line,0.5889212827988338,income,3840
Middle (2-4x),0.4444444444444444,income,3840
Near poverty (1-2x),0.5569948186528497,income,3840
Mexican American,0.485,race,3841
Non-Hispanic Asian,0.37037037037037035,race,3841
Non-Hispanic Black,0.5038759689922481,race,3841
Non-Hispanic White,0.5417439703153989,race,3841
Other Hispanic,0.5422535211267606,race,3841
Other Race - Including Multi-Racial,0.5079365079365079,race,3841
Above 4x poverty line,0.37349397590361444,income,3841
Below poverty line,0.5439093484419264,income,3841
Middle (2-4x),0.5284974093264249,income,3841
Near poverty (1-2x),0.5291005291005291,income,3841
Mexican American,0.4,race,3842
Non-Hispanic Asian,0.3333333333333333,race,3842
Non-Hispanic Black,0.5542635658914729,race,3842
Non-Hispanic White,0.5658627087198516,race,3842
Other Hispanic,0.5985915492957746,race,3842
Other Race - Including Multi-Racial,0.5396825396825397,race,3842
Above 4x poverty line,0.34146341463414637,income,3842
Below poverty line,0.6228070175438597,income,3842
Middle (2-4x),0.4897959183673469,income,3842
Near poverty (1-2x),0.5532467532467532,income,3842
Mexican American,0.485,race,3843
Non-Hispanic Asian,0.30864197530864196,race,3843
Non-Hispanic Black,0.5581395348837209,race,3843
Non-Hispanic White,0.5176252319109462,race,3843
Other Hispanic,0.528169014084507,race,3843
Other Race - Including Multi-Racial,0.49206349206349204,race,3843
Above 4x poverty line,0.3218390804597701,income,3843
Below poverty line,0.5726744186046512,income,3843
Middle (2-4x),0.4880636604774536,income,3843
Near poverty (1-2x),0.5515463917525774,income,3843
Mexican American,0.44,race,3844
Non-Hispanic Asian,0.4074074074074074,race,3844
Non-Hispanic Black,0.5116279069767442,race,3844
Non-Hispanic White,0.5473098330241187,race,3844
Other Hispanic,0.5633802816901409,race,3844
Other Race - Including Multi-Racial,0.5396825396825397,race,3844
Above 4x poverty line,0.25862068965517243,income,3844
Below poverty line,0.5842696629213483,income,3844
Middle (2-4x),0.5053191489361702,income,3844
Near poverty (1-2x),0.5809018567639257,income,3844
Mexican American,0.45,race,3845
Non-Hispanic Asian,0.25925925925925924,race,3845
Non-Hispanic Black,0.5581395348837209,race,3845
Non-Hispanic White,0.549165120593692,race,3845
Other Hispanic,0.5774647887323944,race,3845
Other Race - Including Multi-Racial,0.5238095238095238,race,3845
Above 4x poverty line,0.3597560975609756,income,3845
Below poverty line,0.6144927536231884,income,3845
Middle (2-4x),0.48514851485148514,income,3845
Near poverty (1-2x),0.5378378378378378,income,3845
Mexican American,0.465,race,3846
Non-Hispanic Asian,0.25925925925925924,race,3846
Non-Hispanic Black,0.624031007751938,race,3846
Non-Hispanic White,0.562152133580705,race,3846
Other Hispanic,0.5422535211267606,race,3846
Other Race - Including Multi-Racial,0.5238095238095238,race,3846
Above 4x poverty line,0.37254901960784315,income,3846
Below poverty line,0.6016042780748663,income,3846
Middle (2-4x),0.49473684210526314,income,3846
Near poverty (1-2x),0.5797872340425532,income,3846
Mexican American,0.425,race,3847
Non-Hispanic Asian,0.41975308641975306,race,3847
Non-Hispanic Black,0.562015503875969,race,3847
Non-Hispanic White,0.5194805194805194,race,3847
Other Hispanic,0.5070422535211268,race,3847
Other Race - Including Multi-Racial,0.5714285714285714,race,3847
Above 4x poverty line,0.3225806451612903,income,3847
Below poverty line,0.5755208333333334,income,3847
Middle (2-4x),0.47593582887700536,income,3847
Near poverty (1-2x),0.5486486486486486,income,3847
Mexican American,0.445,race,3848
Non-Hispanic Asian,0.2716049382716049,race,3848
Non-Hispanic Black,0.5426356589147286,race,3848
Non-Hispanic White,0.5510204081632653,race,3848
Other Hispanic,0.45774647887323944,race,3848
Other Race - Including Multi-Racial,0.4444444444444444,race,3848
Above 4x poverty line,0.32954545454545453,income,3848
Below poverty line,0.5173410404624278,income,3848
Middle (2-4x),0.49865229110512127,income,3848
Near poverty (1-2x),0.5615384615384615,income,3848
Mexican American,0.4,race,3849
Non-Hispanic Asian,0.41975308641975306,race,3849
Non-Hispanic Black,0.562015503875969,race,3849
Non-Hispanic White,0.5584415584415584,race,3849
Other Hispanic,0.49295774647887325,race,3849
Other Race - Including Multi-Racial,0.4444444444444444,race,3849
Above 4x poverty line,0.40993788819875776,income,3849
Below poverty line,0.5742296918767507,income,3849
Middle (2-4x),0.4895833333333333,income,3849
Near poverty (1-2x),0.5223097112860893,income,3849
Mexican American,0.425,race,3850
Non-Hispanic Asian,0.2962962962962963,race,3850
Non-Hispanic Black,0.5426356589147286,race,3850
Non-Hispanic White,0.5658627087198516,race,3850
Other Hispanic,0.5211267605633803,race,3850
Other Race - Including Multi-Racial,0.5079365079365079,race,3850
Above 4x poverty line,0.33544303797468356,income,3850
Below poverty line,0.6144200626959248,income,3850
Middle (2-4x),0.49176470588235294,income,3850
Near poverty (1-2x),0.5301837270341208,income,3850
Mexican American,0.455,race,3851
Non-Hispanic Asian,0.38271604938271603,race,3851
Non-Hispanic Black,0.6046511627906976,race,3851
Non-Hispanic White,0.5473098330241187,race,3851
Other Hispanic,0.528169014084507,race,3851
Other Race - Including Multi-Racial,0.49206349206349204,race,3851
Above 4x poverty line,0.35542168674698793,income,3851
Below poverty line,0.6147757255936676,income,3851
Middle (2-4x),0.4689119170984456,income,3851
Near poverty (1-2x),0.5852272727272727,income,3851
Mexican American,0.48,race,3852
Non-Hispanic Asian,0.345679012345679,race,3852
Non-Hispanic Black,0.5697674418604651,race,3852
Non-Hispanic White,0.5640074211502782,race,3852
Other Hispanic,0.5704225352112676,race,3852
Other Race - Including Multi-Racial,0.5714285714285714,race,3852
Above 4x poverty line,0.42953020134228187,income,3852
Below poverty line,0.6217008797653959,income,3852
Middle (2-4x),0.4880382775119617,income,3852
Near poverty (1-2x),0.5653333333333334,income,3852
Mexican American,0.455,race,3853
Non-Hispanic Asian,0.3950617283950617,race,3853
Non-Hispanic Black,0.5232558139534884,race,3853
Non-Hispanic White,0.5547309833024119,race,3853
Other Hispanic,0.5211267605633803,race,3853
Other Race - Including Multi-Racial,0.42857142857142855,race,3853
Above 4x poverty line,0.34375,income,3853
Below poverty line,0.5892857142857143,income,3853
Middle (2-4x),0.4642857142857143,income,3853
Near poverty (1-2x),0.5645569620253165,income,3853
Mexican American,0.425,race,3854
Non-Hispanic Asian,0.41975308641975306,race,3854
Non-Hispanic Black,0.5658914728682171,race,3854
Non-Hispanic White,0.5343228200371057,race,3854
Other Hispanic,0.5211267605633803,race,3854
Other Race - Including Multi-Racial,0.5555555555555556,race,3854
Above 4x poverty line,0.34782608695652173,income,3854
Below poverty line,0.6296296296296297,income,3854
Middle (2-4x),0.43596059113300495,income,3854
Near poverty (1-2x),0.5739795918367347,income,3854
Mexican American,0.42,race,3855
Non-Hispanic Asian,0.24691358024691357,race,3855
Non-Hispanic Black,0.4728682170542636,race,3855
Non-Hispanic White,0.5435992578849722,race,3855
Other Hispanic,0.4859154929577465,race,3855
Other Race - Including Multi-Racial,0.5396825396825397,race,3855
Above 4x poverty line,0.3352272727272727,income,3855
Below poverty line,0.5523809523809524,income,3855
Middle (2-4x),0.4398034398034398,income,3855
Near poverty (1-2x),0.5454545454545454,income,3855
Mexican American,0.47,race,3856
Non-Hispanic Asian,0.37037037037037035,race,3856
Non-Hispanic Black,0.5310077519379846,race,3856
Non-Hispanic White,0.5287569573283859,race,3856
Other Hispanic,0.5,race,3856
Other Race - Including Multi-Racial,0.6031746031746031,race,3856
Above 4x poverty line,0.29508196721311475,income,3856
Below poverty line,0.6179104477611941,income,3856
Middle (2-4x),0.45066666666666666,income,3856
Near poverty (1-2x),0.5769230769230769,income,3856
Mexican American,0.49,race,3857
Non-Hispanic Asian,0.4074074074074074,race,3857
Non-Hispanic Black,0.5465116279069767,race,3857
Non-Hispanic White,0.5324675324675324,race,3857
Other Hispanic,0.5070422535211268,race,3857
Other Race - Including Multi-Racial,0.5555555555555556,race,3857
Above 4x poverty line,0.3333333333333333,income,3857
Below poverty line,0.5744047619047619,income,3857
Middle (2-4x),0.47277227722772275,income,3857
Near poverty (1-2x),0.5903307888040712,income,3857
Mexican American,0.47,race,3858
Non-Hispanic Asian,0.35802469135802467,race,3858
Non-Hispanic Black,0.5426356589147286,race,3858
Non-Hispanic White,0.536178107606679,race,3858
Other Hispanic,0.5422535211267606,race,3858
Other Race - Including Multi-Racial,0.5873015873015873,race,3858
Above 4x poverty line,0.3710691823899371,income,3858
Below poverty line,0.5735735735735735,income,3858
Middle (2-4x),0.49104859335038364,income,3858
Near poverty (1-2x),0.56,income,3858
Mexican American,0.51,race,3859
Non-Hispanic Asian,0.345679012345679,race,3859
Non-Hispanic Black,0.5658914728682171,race,3859
Non-Hispanic White,0.5176252319109462,race,3859
Other Hispanic,0.5140845070422535,race,3859
Other Race - Including Multi-Racial,0.5238095238095238,race,3859
Above 4x poverty line,0.3026315789473684,income,3859
Below poverty line,0.6067415730337079,income,3859
Middle (2-4x),0.4830287206266319,income,3859
Near poverty (1-2x),0.5459183673469388,income,3859
Mexican American,0.43,race,3860
Non-Hispanic Asian,0.35802469135802467,race,3860
Non-Hispanic Black,0.5465116279069767,race,3860
Non-Hispanic White,0.5565862708719852,race,3860
Other Hispanic,0.49295774647887325,race,3860
Other Race - Including Multi-Racial,0.5238095238095238,race,3860
Above 4x poverty line,0.37748344370860926,income,3860
Below poverty line,0.5863013698630137,income,3860
Middle (2-4x),0.47512437810945274,income,3860
Near poverty (1-2x),0.5397260273972603,income,3860
Mexican American,0.505,race,3861
Non-Hispanic Asian,0.2962962962962963,race,3861
Non-Hispanic Black,0.5348837209302325,race,3861
Non-Hispanic White,0.5677179962894249,race,3861
Other Hispanic,0.5070422535211268,race,3861
Other Race - Including Multi-Racial,0.5714285714285714,race,3861
Above 4x poverty line,0.3741496598639456,income,3861
Below poverty line,0.5818713450292398,income,3861
Middle (2-4x),0.4720812182741117,income,3861
Near poverty (1-2x),0.5925,income,3861
Mexican American,0.54,race,3862
Non-Hispanic Asian,0.35802469135802467,race,3862
Non-Hispanic Black,0.49224806201550386,race,3862
Non-Hispanic White,0.5510204081632653,race,3862
Other Hispanic,0.5422535211267606,race,3862
Other Race - Including Multi-Racial,0.5714285714285714,race,3862
Above 4x poverty line,0.36477987421383645,income,3862
Below poverty line,0.6100278551532033,income,3862
Middle (2-4x),0.49340369393139843,income,3862
Near poverty (1-2x),0.5440414507772021,income,3862
Mexican American,0.41,race,3863
Non-Hispanic Asian,0.37037037037037035,race,3863
Non-Hispanic Black,0.5736434108527132,race,3863
Non-Hispanic White,0.5231910946196661,race,3863
Other Hispanic,0.5774647887323944,race,3863
Other Race - Including Multi-Racial,0.4603174603174603,race,3863
Above 4x poverty line,0.3333333333333333,income,3863
Below poverty line,0.6050156739811913,income,3863
Middle (2-4x),0.4692874692874693,income,3863
Near poverty (1-2x),0.5475578406169666,income,3863
Mexican American,0.455,race,3864
Non-Hispanic Asian,0.32098765432098764,race,3864
Non-Hispanic Black,0.5542635658914729,race,3864
Non-Hispanic White,0.5547309833024119,race,3864
Other Hispanic,0.5563380281690141,race,3864
Other Race - Including Multi-Racial,0.6349206349206349,race,3864
Above 4x poverty line,0.37349397590361444,income,3864
Below poverty line,0.6147058823529412,income,3864
Middle (2-4x),0.5049019607843137,income,3864
Near poverty (1-2x),0.5447154471544715,income,3864
Mexican American,0.455,race,3865
Non-Hispanic Asian,0.2962962962962963,race,3865
Non-Hispanic Black,0.5426356589147286,race,3865
Non-Hispanic White,0.5306122448979592,race,3865
Other Hispanic,0.528169014084507,race,3865
Other Race - Including Multi-Racial,0.49206349206349204,race,3865
Above 4x poverty line,0.32098765432098764,income,3865
Below poverty line,0.571830985915493,income,3865
Middle (2-4x),0.45403899721448465,income,3865
Near poverty (1-2x),0.5626535626535627,income,3865
Mexican American,0.48,race,3866
Non-Hispanic Asian,0.2716049382716049,race,3866
Non-Hispanic Black,0.5658914728682171,race,3866
Non-Hispanic White,0.5324675324675324,race,3866
Other Hispanic,0.528169014084507,race,3866
Other Race - Including Multi-Racial,0.5396825396825397,race,3866
Above 4x poverty line,0.3197278911564626,income,3866
Below poverty line,0.6005665722379604,income,3866
Middle (2-4x),0.46984924623115576,income,3866
Near poverty (1-2x),0.5558441558441558,income,3866
Mexican American,0.475,race,3867
Non-Hispanic Asian,0.37037037037037035,race,3867
Non-Hispanic Black,0.5348837209302325,race,3867
Non-Hispanic White,0.5250463821892394,race,3867
Other Hispanic,0.5915492957746479,race,3867
Other Race - Including Multi-Racial,0.4603174603174603,race,3867
Above 4x poverty line,0.31666666666666665,income,3867
Below poverty line,0.6264044943820225,income,3867
Middle (2-4x),0.4753246753246753,income,3867
Near poverty (1-2x),0.5414364640883977,income,3867
Mexican American,0.51,race,3868
Non-Hispanic Asian,0.2839506172839506,race,3868
Non-Hispanic Black,0.5387596899224806,race,3868
Non-Hispanic White,0.5584415584415584,race,3868
Other Hispanic,0.6197183098591549,race,3868
Other Race - Including Multi-Racial,0.6190476190476191,race,3868
Above 4x poverty line,0.36231884057971014,income,3868
Below poverty line,0.6343490304709142,income,3868
Middle (2-4x),0.49385749385749383,income,3868
Near poverty (1-2x),0.5623342175066313,income,3868
Mexican American,0.415,race,3869
Non-Hispanic Asian,0.32098765432098764,race,3869
Non-Hispanic Black,0.5387596899224806,race,3869
Non-Hispanic White,0.5306122448979592,race,3869
Other Hispanic,0.5352112676056338,race,3869
Other Race - Including Multi-Racial,0.5873015873015873,race,3869
Above 4x poverty line,0.310126582278481,income,3869
Below poverty line,0.6073446327683616,income,3869
Middle (2-4x),0.43410852713178294,income,3869
Near poverty (1-2x),0.5598958333333334,income,3869
Mexican American,0.415,race,3870
Non-Hispanic Asian,0.3950617283950617,race,3870
Non-Hispanic Black,0.5310077519379846,race,3870
Non-Hispanic White,0.5547309833024119,race,3870
Other Hispanic,0.528169014084507,race,3870
Other Race - Including Multi-Racial,0.47619047619047616,race,3870
Above 4x poverty line,0.35428571428571426,income,3870
Below poverty line,0.592948717948718,income,3870
Middle (2-4x),0.4631043256997455,income,3870
Near poverty (1-2x),0.5632754342431762,income,3870
Mexican American,0.47,race,3871
Non-Hispanic Asian,0.3333333333333333,race,3871
Non-Hispanic Black,0.5348837209302325,race,3871
Non-Hispanic White,0.5584415584415584,race,3871
Other Hispanic,0.5915492957746479,race,3871
Other Race - Including Multi-Racial,0.6190476190476191,race,3871
Above 4x poverty line,0.36419753086419754,income,3871
Below poverty line,0.5911602209944752,income,3871
Middle (2-4x),0.5372340425531915,income,3871
Near poverty (1-2x),0.5430809399477807,income,3871
Mexican American,0.385,race,3872
Non-Hispanic Asian,0.345679012345679,race,3872
Non-Hispanic Black,0.5310077519379846,race,3872
Non-Hispanic White,0.5862708719851577,race,3872
Other Hispanic,0.5422535211267606,race,3872
Other Race - Including Multi-Racial,0.5396825396825397,race,3872
Above 4x poverty line,0.35064935064935066,income,3872
Below poverty line,0.6112676056338028,income,3872
Middle (2-4x),0.4713541666666667,income,3872
Near poverty (1-2x),0.5564102564102564,income,3872
Mexican American,0.475,race,3873
Non-Hispanic Asian,0.35802469135802467,race,3873
Non-Hispanic Black,0.5387596899224806,race,3873
Non-Hispanic White,0.5640074211502782,race,3873
Other Hispanic,0.5,race,3873
Other Race - Including Multi-Racial,0.5555555555555556,race,3873
Above 4x poverty line,0.3151515151515151,income,3873
Below poverty line,0.5596330275229358,income,3873
Middle (2-4x),0.5256723716381418,income,3873
Near poverty (1-2x),0.5837696335078534,income,3873
Mexican American,0.485,race,3874
Non-Hispanic Asian,0.3333333333333333,race,3874
Non-Hispanic Black,0.5852713178294574,race,3874
Non-Hispanic White,0.5547309833024119,race,3874
Other Hispanic,0.5915492957746479,race,3874
Other Race - Including Multi-Racial,0.5873015873015873,race,3874
Above 4x poverty line,0.3563218390804598,income,3874
Below poverty line,0.6184971098265896,income,3874
Middle (2-4x),0.5078125,income,3874
Near poverty (1-2x),0.5910290237467019,income,3874
Mexican American,0.45,race,3875
Non-Hispanic Asian,0.32098765432098764,race,3875
Non-Hispanic Black,0.5581395348837209,race,3875
Non-Hispanic White,0.5194805194805194,race,3875
Other Hispanic,0.5915492957746479,race,3875
Other Race - Including Multi-Racial,0.47619047619047616,race,3875
Above 4x poverty line,0.32558139534883723,income,3875
Below poverty line,0.6005917159763313,income,3875
Middle (2-4x),0.46782178217821785,income,3875
Near poverty (1-2x),0.5582655826558266,income,3875
Mexican American,0.415,race,3876
Non-Hispanic Asian,0.345679012345679,race,3876
Non-Hispanic Black,0.5697674418604651,race,3876
Non-Hispanic White,0.5714285714285714,race,3876
Other Hispanic,0.5633802816901409,race,3876
Other Race - Including Multi-Racial,0.47619047619047616,race,3876
Above 4x poverty line,0.325,income,3876
Below poverty line,0.6303724928366762,income,3876
Middle (2-4x),0.45478723404255317,income,3876
Near poverty (1-2x),0.585427135678392,income,3876
Mexican American,0.515,race,3877
Non-Hispanic Asian,0.3333333333333333,race,3877
Non-Hispanic Black,0.5503875968992248,race,3877
Non-Hispanic White,0.5343228200371057,race,3877
Other Hispanic,0.5070422535211268,race,3877
Other Race - Including Multi-Racial,0.6190476190476191,race,3877
Above 4x poverty line,0.32051282051282054,income,3877
Below poverty line,0.5988700564971752,income,3877
Middle (2-4x),0.4899497487437186,income,3877
Near poverty (1-2x),0.5706666666666667,income,3877
Mexican American,0.44,race,3878
Non-Hispanic Asian,0.3950617283950617,race,3878
Non-Hispanic Black,0.5426356589147286,race,3878
Non-Hispanic White,0.5528756957328386,race,3878
Other Hispanic,0.45774647887323944,race,3878
Other Race - Including Multi-Racial,0.5714285714285714,race,3878
Above 4x poverty line,0.3446327683615819,income,3878
Below poverty line,0.5887573964497042,income,3878
Middle (2-4x),0.4876237623762376,income,3878
Near poverty (1-2x),0.554945054945055,income,3878
Mexican American,0.435,race,3879
Non-Hispanic Asian,0.35802469135802467,race,3879
Non-Hispanic Black,0.5503875968992248,race,3879
Non-Hispanic White,0.5658627087198516,race,3879
Other Hispanic,0.5140845070422535,race,3879
Other Race - Including Multi-Racial,0.49206349206349204,race,3879
Above 4x poverty line,0.3262411347517731,income,3879
Below poverty line,0.5833333333333334,income,3879
Middle (2-4x),0.4607594936708861,income,3879
Near poverty (1-2x),0.5914786967418546,income,3879
Mexican American,0.47,race,3880
Non-Hispanic Asian,0.30864197530864196,race,3880
Non-Hispanic Black,0.5775193798449613,race,3880
Non-Hispanic White,0.5602968460111317,race,3880
Other Hispanic,0.5352112676056338,race,3880
Other Race - Including Multi-Racial,0.5873015873015873,race,3880
Above 4x poverty line,0.3727810650887574,income,3880
Below poverty line,0.6328767123287671,income,3880
Middle (2-4x),0.46195652173913043,income,3880
Near poverty (1-2x),0.5748031496062992,income,3880
Mexican American,0.405,race,3881
Non-Hispanic Asian,0.2716049382716049,race,3881
Non-Hispanic Black,0.5581395348837209,race,3881
Non-Hispanic White,0.5584415584415584,race,3881
Other Hispanic,0.5352112676056338,race,3881
Other Race - Including Multi-Racial,0.5396825396825397,race,3881
Above 4x poverty line,0.40268456375838924,income,3881
Below poverty line,0.5933147632311978,income,3881
Middle (2-4x),0.43765281173594134,income,3881
Near poverty (1-2x),0.5628415300546448,income,3881
Mexican American,0.455,race,3882
Non-Hispanic Asian,0.3333333333333333,race,3882
Non-Hispanic Black,0.5310077519379846,race,3882
Non-Hispanic White,0.5306122448979592,race,3882
Other Hispanic,0.5422535211267606,race,3882
Other Race - Including Multi-Racial,0.5238095238095238,race,3882
Above 4x poverty line,0.32,income,3882
Below poverty line,0.5493827160493827,income,3882
Middle (2-4x),0.49363867684478374,income,3882
Near poverty (1-2x),0.5703324808184144,income,3882
Mexican American,0.45,race,3883
Non-Hispanic Asian,0.3333333333333333,race,3883
Non-Hispanic Black,0.5775193798449613,race,3883
Non-Hispanic White,0.5584415584415584,race,3883
Other Hispanic,0.5492957746478874,race,3883
Other Race - Including Multi-Racial,0.49206349206349204,race,3883
Above 4x poverty line,0.2974683544303797,income,3883
Below poverty line,0.6303724928366762,income,3883
Middle (2-4x),0.5063291139240507,income,3883
Near poverty (1-2x),0.5485564304461942,income,3883
Mexican American,0.49,race,3884
Non-Hispanic Asian,0.2839506172839506,race,3884
Non-Hispanic Black,0.5465116279069767,race,3884
Non-Hispanic White,0.5510204081632653,race,3884
Other Hispanic,0.6197183098591549,race,3884
Other Race - Including Multi-Racial,0.5238095238095238,race,3884
Above 4x poverty line,0.3313953488372093,income,3884
Below poverty line,0.6386554621848739,income,3884
Middle (2-4x),0.5028089887640449,income,3884
Near poverty (1-2x),0.542713567839196,income,3884
