group,sensitivity,group_type,boot_id
Non-Hispanic White,0.5269016697588126,race,2471
Other Hispanic,0.49295774647887325,race,2471
Other Race - Including Multi-Racial,0.4444444444444444,race,2471
Above 4x poverty line,0.3051948051948052,income,2471
Below poverty line,0.5791044776119403,income,2471
Middle (2-4x),0.4300254452926209,income,2471
Near poverty (1-2x),0.5386533665835411,income,2471
Mexican American,0.455,race,2472
Non-Hispanic Asian,0.43209876543209874,race,2472
Non-Hispanic Black,0.5542635658914729,race,2472
Non-Hispanic White,0.5473098330241187,race,2472
Other Hispanic,0.5,race,2472
Other Race - Including Multi-Racial,0.5396825396825397,race,2472
Above 4x poverty line,0.33783783783783783,income,2472
Below poverty line,0.5901639344262295,income,2472
Middle (2-4x),0.4688279301745636,income,2472
Near poverty (1-2x),0.5842391304347826,income,2472
Mexican American,0.46,race,2473
Non-Hispanic Asian,0.3333333333333333,race,2473
Non-Hispanic Black,0.5465116279069767,race,2473
Non-Hispanic White,0.5510204081632653,race,2473
Other Hispanic,0.6267605633802817,race,2473
Other Race - Including Multi-Racial,0.4603174603174603,race,2473
Above 4x poverty line,0.3235294117647059,income,2473
Below poverty line,0.5826330532212886,income,2473
Middle (2-4x),0.4987146529562982,income,2473
Near poverty (1-2x),0.571072319201995,income,2473
Mexican American,0.41,race,2474
Non-Hispanic Asian,0.37037037037037035,race,2474
Non-Hispanic Black,0.4844961240310077,race,2474
Non-Hispanic White,0.5306122448979592,race,2474
Other Hispanic,0.5140845070422535,race,2474
Other Race - Including Multi-Racial,0.5714285714285714,race,2474
Above 4x poverty line,0.32926829268292684,income,2474
Below poverty line,0.5649546827794562,income,2474
Middle (2-4x),0.45219638242894056,income,2474
Near poverty (1-2x),0.5386533665835411,income,2474
Mexican American,0.485,race,2475
Non-Hispanic Asian,0.35802469135802467,race,2475
Non-Hispanic Black,0.5852713178294574,race,2475
Non-Hispanic White,0.49165120593692024,race,2475
Other Hispanic,0.5352112676056338,race,2475
Other Race - Including Multi-Racial,0.5238095238095238,race,2475
Above 4x poverty line,0.26011560693641617,income,2475
Below poverty line,0.5982905982905983,income,2475
Middle (2-4x),0.4739583333333333,income,2475
Near poverty (1-2x),0.5706666666666667,income,2475
Mexican American,0.475,race,2476
Non-Hispanic Asian,0.3333333333333333,race,2476
Non-Hispanic Black,0.5465116279069767,race,2476
Non-Hispanic White,0.5844155844155844,race,2476
Other Hispanic,0.528169014084507,race,2476
Other Race - Including Multi-Racial,0.42857142857142855,race,2476
Above 4x poverty line,0.3464052287581699,income,2476
Below poverty line,0.6348773841961853,income,2476
Middle (2-4x),0.45866666666666667,income,2476
Near poverty (1-2x),0.5721649484536082,income,2476
Mexican American,0.445,race,2477
Non-Hispanic Asian,0.38271604938271603,race,2477
Non-Hispanic Black,0.5310077519379846,race,2477
Non-Hispanic White,0.5120593692022264,race,2477
Other Hispanic,0.38028169014084506,race,2477
Other Race - Including Multi-Racial,0.5555555555555556,race,2477
Above 4x poverty line,0.3089887640449438,income,2477
Below poverty line,0.5636363636363636,income,2477
Middle (2-4x),0.43846153846153846,income,2477
Near poverty (1-2x),0.5454545454545454,income,2477
Mexican American,0.41,race,2478
Non-Hispanic Asian,0.35802469135802467,race,2478
Non-Hispanic Black,0.5232558139534884,race,2478
Non-Hispanic White,0.5769944341372912,race,2478
Other Hispanic,0.647887323943662,race,2478
Other Race - Including Multi-Racial,0.49206349206349204,race,2478
Above 4x poverty line,0.35877862595419846,income,2478
Below poverty line,0.5768115942028985,income,2478
Middle (2-4x),0.46522781774580335,income,2478
Near poverty (1-2x),0.6153846153846154,income,2478
Mexican American,0.41,race,2479
Non-Hispanic Asian,0.38271604938271603,race,2479
Non-Hispanic Black,0.5310077519379846,race,2479
Non-Hispanic White,0.5435992578849722,race,2479
Other Hispanic,0.5492957746478874,race,2479
Other Race - Including Multi-Racial,0.5238095238095238,race,2479
Above 4x poverty line,0.389937106918239,income,2479
Below poverty line,0.5863013698630137,income,2479
Middle (2-4x),0.43832020997375326,income,2479
Near poverty (1-2x),0.5582010582010583,income,2479
Mexican American,0.39,race,2480
Non-Hispanic Asian,0.345679012345679,race,2480
Non-Hispanic Black,0.5542635658914729,race,2480
Non-Hispanic White,0.5102040816326531,race,2480
Other Hispanic,0.6126760563380281,race,2480
Other Race - Including Multi-Racial,0.47619047619047616,race,2480
Above 4x poverty line,0.3333333333333333,income,2480
Below poverty line,0.5733333333333334,income,2480
Middle (2-4x),0.4725848563968668,income,2480
Near poverty (1-2x),0.5245901639344263,income,2480
Mexican American,0.45,race,2481
Non-Hispanic Asian,0.3333333333333333,race,2481
Non-Hispanic Black,0.5891472868217055,race,2481
Non-Hispanic White,0.549165120593692,race,2481
Other Hispanic,0.5915492957746479,race,2481
Other Race - Including Multi-Racial,0.5079365079365079,race,2481
Above 4x poverty line,0.39263803680981596,income,2481
Below poverty line,0.5910364145658263,income,2481
Middle (2-4x),0.5305039787798409,income,2481
Near poverty (1-2x),0.533678756476684,income,2481
Mexican American,0.51,race,2482
Non-Hispanic Asian,0.30864197530864196,race,2482
Non-Hispanic Black,0.5697674418604651,race,2482
Non-Hispanic White,0.5510204081632653,race,2482
Other Hispanic,0.44366197183098594,race,2482
Other Race - Including Multi-Racial,0.6190476190476191,race,2482
Above 4x poverty line,0.35714285714285715,income,2482
Below poverty line,0.6470588235294118,income,2482
Middle (2-4x),0.47381546134663344,income,2482
Near poverty (1-2x),0.5427807486631016,income,2482
Mexican American,0.39,race,2483
Non-Hispanic Asian,0.4074074074074074,race,2483
Non-Hispanic Black,0.6007751937984496,race,2483
Non-Hispanic White,0.5640074211502782,race,2483
Other Hispanic,0.49295774647887325,race,2483
Other Race - Including Multi-Racial,0.6031746031746031,race,2483
Above 4x poverty line,0.2857142857142857,income,2483
Below poverty line,0.6067415730337079,income,2483
Middle (2-4x),0.5117493472584856,income,2483
Near poverty (1-2x),0.5744125326370757,income,2483
Mexican American,0.395,race,2484
Non-Hispanic Asian,0.38271604938271603,race,2484
Non-Hispanic Black,0.5271317829457365,race,2484
Non-Hispanic White,0.5324675324675324,race,2484
Other Hispanic,0.6197183098591549,race,2484
Other Race - Including Multi-Racial,0.6031746031746031,race,2484
Above 4x poverty line,0.3684210526315789,income,2484
Below poverty line,0.6108108108108108,income,2484
Middle (2-4x),0.46134020618556704,income,2484
Near poverty (1-2x),0.5308310991957105,income,2484
Mexican American,0.48,race,2485
Non-Hispanic Asian,0.2962962962962963,race,2485
Non-Hispanic Black,0.5736434108527132,race,2485
Non-Hispanic White,0.5547309833024119,race,2485
Other Hispanic,0.5422535211267606,race,2485
Other Race - Including Multi-Racial,0.5396825396825397,race,2485
Above 4x poverty line,0.3137254901960784,income,2485
Below poverty line,0.6162464985994398,income,2485
Middle (2-4x),0.48128342245989303,income,2485
Near poverty (1-2x),0.5764411027568922,income,2485
Mexican American,0.435,race,2486
Non-Hispanic Asian,0.345679012345679,race,2486
Non-Hispanic Black,0.5038759689922481,race,2486
Non-Hispanic White,0.5473098330241187,race,2486
Other Hispanic,0.5492957746478874,race,2486
Other Race - Including Multi-Racial,0.5396825396825397,race,2486
Above 4x poverty line,0.3223684210526316,income,2486
Below poverty line,0.5734463276836158,income,2486
Middle (2-4x),0.48205128205128206,income,2486
Near poverty (1-2x),0.5478036175710594,income,2486
Mexican American,0.48,race,2487
Non-Hispanic Asian,0.345679012345679,race,2487
Non-Hispanic Black,0.5426356589147286,race,2487
Non-Hispanic White,0.5343228200371057,race,2487
Other Hispanic,0.4788732394366197,race,2487
Other Race - Including Multi-Racial,0.5238095238095238,race,2487
Above 4x poverty line,0.3129251700680272,income,2487
Below poverty line,0.5577464788732395,income,2487
Middle (2-4x),0.46981627296587924,income,2487
Near poverty (1-2x),0.575,income,2487
Mexican American,0.415,race,2488
Non-Hispanic Asian,0.37037037037037035,race,2488
Non-Hispanic Black,0.5503875968992248,race,2488
Non-Hispanic White,0.5064935064935064,race,2488
Other Hispanic,0.5422535211267606,race,2488
Other Race - Including Multi-Racial,0.5079365079365079,race,2488
Above 4x poverty line,0.2709677419354839,income,2488
Below poverty line,0.5755813953488372,income,2488
Middle (2-4x),0.44607843137254904,income,2488
Near poverty (1-2x),0.5718085106382979,income,2488
Mexican American,0.49,race,2489
Non-Hispanic Asian,0.37037037037037035,race,2489
Non-Hispanic Black,0.5658914728682171,race,2489
Non-Hispanic White,0.5176252319109462,race,2489
Other Hispanic,0.4788732394366197,race,2489
Other Race - Including Multi-Racial,0.49206349206349204,race,2489
Above 4x poverty line,0.3202614379084967,income,2489
Below poverty line,0.5754985754985755,income,2489
Middle (2-4x),0.45918367346938777,income,2489
Near poverty (1-2x),0.5710594315245479,income,2489
Mexican American,0.465,race,2490
Non-Hispanic Asian,0.3950617283950617,race,2490
Non-Hispanic Black,0.5503875968992248,race,2490
Non-Hispanic White,0.5269016697588126,race,2490
Other Hispanic,0.528169014084507,race,2490
Other Race - Including Multi-Racial,0.49206349206349204,race,2490
Above 4x poverty line,0.35374149659863946,income,2490
Below poverty line,0.6011396011396012,income,2490
Middle (2-4x),0.4625322997416021,income,2490
Near poverty (1-2x),0.5402010050251256,income,2490
Mexican American,0.47,race,2491
Non-Hispanic Asian,0.345679012345679,race,2491
Non-Hispanic Black,0.5116279069767442,race,2491
Non-Hispanic White,0.5565862708719852,race,2491
Other Hispanic,0.5352112676056338,race,2491
Other Race - Including Multi-Racial,0.5396825396825397,race,2491
Above 4x poverty line,0.3488372093023256,income,2491
Below poverty line,0.5848484848484848,income,2491
Middle (2-4x),0.49625935162094764,income,2491
Near poverty (1-2x),0.5578947368421052,income,2491
Mexican American,0.47,race,2492
Non-Hispanic Asian,0.25925925925925924,race,2492
Non-Hispanic Black,0.5775193798449613,race,2492
Non-Hispanic White,0.536178107606679,race,2492
Other Hispanic,0.5704225352112676,race,2492
Other Race - Including Multi-Racial,0.49206349206349204,race,2492
Above 4x poverty line,0.36477987421383645,income,2492
Below poverty line,0.5795795795795796,income,2492
Middle (2-4x),0.5012345679012346,income,2492
Near poverty (1-2x),0.5466321243523317,income,2492
Mexican American,0.445,race,2493
Non-Hispanic Asian,0.3333333333333333,race,2493
Non-Hispanic Black,0.5193798449612403,race,2493
Non-Hispanic White,0.5250463821892394,race,2493
Other Hispanic,0.4859154929577465,race,2493
Other Race - Including Multi-Racial,0.5238095238095238,race,2493
Above 4x poverty line,0.3116883116883117,income,2493
Below poverty line,0.6016713091922006,income,2493
Middle (2-4x),0.46904761904761905,income,2493
Near poverty (1-2x),0.49714285714285716,income,2493
Mexican American,0.44,race,2494
Non-Hispanic Asian,0.3333333333333333,race,2494
Non-Hispanic Black,0.5387596899224806,race,2494
Non-Hispanic White,0.5269016697588126,race,2494
Other Hispanic,0.5352112676056338,race,2494
Other Race - Including Multi-Racial,0.5079365079365079,race,2494
Above 4x poverty line,0.26282051282051283,income,2494
Below poverty line,0.6,income,2494
Middle (2-4x),0.5096618357487923,income,2494
Near poverty (1-2x),0.5093833780160858,income,2494
Mexican American,0.36,race,2495
Non-Hispanic Asian,0.32098765432098764,race,2495
Non-Hispanic Black,0.5658914728682171,race,2495
Non-Hispanic White,0.5343228200371057,race,2495
Other Hispanic,0.5422535211267606,race,2495
Other Race - Including Multi-Racial,0.5873015873015873,race,2495
Above 4x poverty line,0.36477987421383645,income,2495
Below poverty line,0.5982658959537572,income,2495
Middle (2-4x),0.4824120603015075,income,2495
Near poverty (1-2x),0.49736842105263157,income,2495
Mexican American,0.435,race,2496
Non-Hispanic Asian,0.3333333333333333,race,2496
Non-Hispanic Black,0.5116279069767442,race,2496
Non-Hispanic White,0.5380333951762524,race,2496
Other Hispanic,0.4647887323943662,race,2496
Other Race - Including Multi-Racial,0.5079365079365079,race,2496
Above 4x poverty line,0.3446327683615819,income,2496
Below poverty line,0.56797583081571,income,2496
Middle (2-4x),0.4744525547445255,income,2496
Near poverty (1-2x),0.521978021978022,income,2496
Mexican American,0.43,race,2497
Non-Hispanic Asian,0.4074074074074074,race,2497
Non-Hispanic Black,0.6201550387596899,race,2497
Non-Hispanic White,0.5584415584415584,race,2497
Other Hispanic,0.44366197183098594,race,2497
Other Race - Including Multi-Racial,0.5238095238095238,race,2497
Above 4x poverty line,0.34594594594594597,income,2497
Below poverty line,0.5891238670694864,income,2497
Middle (2-4x),0.5013054830287206,income,2497
Near poverty (1-2x),0.5859375,income,2497
Mexican American,0.46,race,2498
Non-Hispanic Asian,0.37037037037037035,race,2498
Non-Hispanic Black,0.5310077519379846,race,2498
Non-Hispanic White,0.5417439703153989,race,2498
Other Hispanic,0.5070422535211268,race,2498
Other Race - Including Multi-Racial,0.6190476190476191,race,2498
Above 4x poverty line,0.32051282051282054,income,2498
Below poverty line,0.5686274509803921,income,2498
Middle (2-4x),0.5050761421319797,income,2498
Near poverty (1-2x),0.5585106382978723,income,2498
Mexican American,0.455,race,2499
Non-Hispanic Asian,0.38271604938271603,race,2499
Non-Hispanic Black,0.5542635658914729,race,2499
Non-Hispanic White,0.5176252319109462,race,2499
Other Hispanic,0.5140845070422535,race,2499
Other Race - Including Multi-Racial,0.5555555555555556,race,2499
Above 4x poverty line,0.2751677852348993,income,2499
Below poverty line,0.5988200589970502,income,2499
Middle (2-4x),0.49014778325123154,income,2499
Near poverty (1-2x),0.5372750642673522,income,2499
Mexican American,0.425,race,2500
Non-Hispanic Asian,0.345679012345679,race,2500
Non-Hispanic Black,0.5232558139534884,race,2500
Non-Hispanic White,0.5231910946196661,race,2500
Other Hispanic,0.5352112676056338,race,2500
Other Race - Including Multi-Racial,0.5079365079365079,race,2500
Above 4x poverty line,0.32142857142857145,income,2500
Below poverty line,0.6017441860465116,income,2500
Middle (2-4x),0.4564102564102564,income,2500
Near poverty (1-2x),0.5223097112860893,income,2500
Mexican American,0.475,race,2501
Non-Hispanic Asian,0.35802469135802467,race,2501
Non-Hispanic Black,0.5503875968992248,race,2501
Non-Hispanic White,0.5732838589981447,race,2501
Other Hispanic,0.4859154929577465,race,2501
Other Race - Including Multi-Racial,0.47619047619047616,race,2501
Above 4x poverty line,0.4121212121212121,income,2501
Below poverty line,0.5872093023255814,income,2501
Middle (2-4x),0.4713541666666667,income,2501
Near poverty (1-2x),0.5717948717948718,income,2501
Mexican American,0.41,race,2502
Non-Hispanic Asian,0.2716049382716049,race,2502
Non-Hispanic Black,0.5193798449612403,race,2502
Non-Hispanic White,0.5658627087198516,race,2502
Other Hispanic,0.5774647887323944,race,2502
Other Race - Including Multi-Racial,0.5079365079365079,race,2502
Above 4x poverty line,0.36363636363636365,income,2502
Below poverty line,0.5516304347826086,income,2502
Middle (2-4x),0.4592391304347826,income,2502
Near poverty (1-2x),0.5956873315363881,income,2502
Mexican American,0.45,race,2503
Non-Hispanic Asian,0.2962962962962963,race,2503
Non-Hispanic Black,0.5310077519379846,race,2503
Non-Hispanic White,0.5528756957328386,race,2503
Other Hispanic,0.5422535211267606,race,2503
Other Race - Including Multi-Racial,0.3968253968253968,race,2503
Above 4x poverty line,0.3148148148148148,income,2503
Below poverty line,0.5640243902439024,income,2503
Middle (2-4x),0.4728682170542636,income,2503
Near poverty (1-2x),0.5714285714285714,income,2503
Mexican American,0.455,race,2504
Non-Hispanic Asian,0.30864197530864196,race,2504
Non-Hispanic Black,0.5503875968992248,race,2504
Non-Hispanic White,0.5046382189239332,race,2504
Other Hispanic,0.528169014084507,race,2504
Other Race - Including Multi-Racial,0.5555555555555556,race,2504
Above 4x poverty line,0.31543624161073824,income,2504
Below poverty line,0.5702479338842975,income,2504
Middle (2-4x),0.48091603053435117,income,2504
Near poverty (1-2x),0.5211640211640212,income,2504
Mexican American,0.395,race,2505
Non-Hispanic Asian,0.3333333333333333,race,2505
Non-Hispanic Black,0.5658914728682171,race,2505
Non-Hispanic White,0.5454545454545454,race,2505
Other Hispanic,0.5492957746478874,race,2505
Other Race - Including Multi-Racial,0.5396825396825397,race,2505
Above 4x poverty line,0.3313253012048193,income,2505
Below poverty line,0.5769230769230769,income,2505
Middle (2-4x),0.4876847290640394,income,2505
Near poverty (1-2x),0.5630026809651475,income,2505
Mexican American,0.47,race,2506
Non-Hispanic Asian,0.345679012345679,race,2506
Non-Hispanic Black,0.5465116279069767,race,2506
Non-Hispanic White,0.5380333951762524,race,2506
Other Hispanic,0.5563380281690141,race,2506
Other Race - Including Multi-Racial,0.5396825396825397,race,2506
Above 4x poverty line,0.3142857142857143,income,2506
Below poverty line,0.5893333333333334,income,2506
Middle (2-4x),0.4557291666666667,income,2506
Near poverty (1-2x),0.5885416666666666,income,2506
Mexican American,0.43,race,2507
Non-Hispanic Asian,0.30864197530864196,race,2507
Non-Hispanic Black,0.5387596899224806,race,2507
Non-Hispanic White,0.5306122448979592,race,2507
Other Hispanic,0.5492957746478874,race,2507
Other Race - Including Multi-Racial,0.5079365079365079,race,2507
Above 4x poverty line,0.3076923076923077,income,2507
Below poverty line,0.5861111111111111,income,2507
Middle (2-4x),0.4794871794871795,income,2507
Near poverty (1-2x),0.5384615384615384,income,2507
Mexican American,0.435,race,2508
Non-Hispanic Asian,0.30864197530864196,race,2508
Non-Hispanic Black,0.49224806201550386,race,2508
Non-Hispanic White,0.5473098330241187,race,2508
Other Hispanic,0.5492957746478874,race,2508
Other Race - Including Multi-Racial,0.5238095238095238,race,2508
Above 4x poverty line,0.3072289156626506,income,2508
Below poverty line,0.5971428571428572,income,2508
Middle (2-4x),0.46851385390428213,income,2508
Near poverty (1-2x),0.5378378378378378,income,2508
Mexican American,0.425,race,2509
Non-Hispanic Asian,0.3333333333333333,race,2509
Non-Hispanic Black,0.562015503875969,race,2509
Non-Hispanic White,0.5306122448979592,race,2509
Other Hispanic,0.5985915492957746,race,2509
Other Race - Including Multi-Racial,0.5238095238095238,race,2509
Above 4x poverty line,0.3028571428571429,income,2509
Below poverty line,0.5608308605341247,income,2509
Middle (2-4x),0.5129533678756477,income,2509
Near poverty (1-2x),0.574025974025974,income,2509
Mexican American,0.455,race,2510
Non-Hispanic Asian,0.2839506172839506,race,2510
Non-Hispanic Black,0.5736434108527132,race,2510
Non-Hispanic White,0.549165120593692,race,2510
Other Hispanic,0.5352112676056338,race,2510
Other Race - Including Multi-Racial,0.4603174603174603,race,2510
Above 4x poverty line,0.2909090909090909,income,2510
Below poverty line,0.6107594936708861,income,2510
Middle (2-4x),0.48905109489051096,income,2510
Near poverty (1-2x),0.5652173913043478,income,2510
Mexican American,0.44,race,2511
Non-Hispanic Asian,0.345679012345679,race,2511
Non-Hispanic Black,0.5697674418604651,race,2511
Non-Hispanic White,0.5454545454545454,race,2511
Other Hispanic,0.5915492957746479,race,2511
Other Race - Including Multi-Racial,0.4603174603174603,race,2511
Above 4x poverty line,0.3223684210526316,income,2511
Below poverty line,0.6408839779005525,income,2511
Middle (2-4x),0.4680306905370844,income,2511
Near poverty (1-2x),0.544973544973545,income,2511
Mexican American,0.43,race,2512
Non-Hispanic Asian,0.37037037037037035,race,2512
Non-Hispanic Black,0.5387596899224806,race,2512
Non-Hispanic White,0.5380333951762524,race,2512
Other Hispanic,0.6056338028169014,race,2512
Other Race - Including Multi-Racial,0.5714285714285714,race,2512
Above 4x poverty line,0.34810126582278483,income,2512
Below poverty line,0.5967302452316077,income,2512
Middle (2-4x),0.46851385390428213,income,2512
Near poverty (1-2x),0.5734072022160664,income,2512
Mexican American,0.52,race,2513
Non-Hispanic Asian,0.32098765432098764,race,2513
Non-Hispanic Black,0.5891472868217055,race,2513
Non-Hispanic White,0.5732838589981447,race,2513
Other Hispanic,0.5492957746478874,race,2513
Other Race - Including Multi-Racial,0.4603174603174603,race,2513
Above 4x poverty line,0.391025641025641,income,2513
Below poverty line,0.6243093922651933,income,2513
Middle (2-4x),0.5038363171355499,income,2513
Near poverty (1-2x),0.5721925133689839,income,2513
Mexican American,0.505,race,2514
Non-Hispanic Asian,0.3950617283950617,race,2514
Non-Hispanic Black,0.5891472868217055,race,2514
Non-Hispanic White,0.5547309833024119,race,2514
Other Hispanic,0.5,race,2514
Other Race - Including Multi-Racial,0.5714285714285714,race,2514
Above 4x poverty line,0.3401360544217687,income,2514
Below poverty line,0.6160714285714286,income,2514
Middle (2-4x),0.4847715736040609,income,2514
Near poverty (1-2x),0.5985221674876847,income,2514
Mexican American,0.46,race,2515
Non-Hispanic Asian,0.4074074074074074,race,2515
Non-Hispanic Black,0.5348837209302325,race,2515
Non-Hispanic White,0.5565862708719852,race,2515
Other Hispanic,0.5,race,2515
Other Race - Including Multi-Racial,0.5714285714285714,race,2515
Above 4x poverty line,0.3197278911564626,income,2515
Below poverty line,0.555256064690027,income,2515
Middle (2-4x),0.5303430079155673,income,2515
Near poverty (1-2x),0.5595854922279793,income,2515
Mexican American,0.4,race,2516
Non-Hispanic Asian,0.35802469135802467,race,2516
Non-Hispanic Black,0.5348837209302325,race,2516
Non-Hispanic White,0.5176252319109462,race,2516
Other Hispanic,0.4788732394366197,race,2516
Other Race - Including Multi-Racial,0.5555555555555556,race,2516
Above 4x poverty line,0.26618705035971224,income,2516
Below poverty line,0.5747126436781609,income,2516
Middle (2-4x),0.4433249370277078,income,2516
Near poverty (1-2x),0.5413533834586466,income,2516
Mexican American,0.45,race,2517
Non-Hispanic Asian,0.38271604938271603,race,2517
Non-Hispanic Black,0.5736434108527132,race,2517
Non-Hispanic White,0.5528756957328386,race,2517
Other Hispanic,0.528169014084507,race,2517
Other Race - Including Multi-Racial,0.6031746031746031,race,2517
Above 4x poverty line,0.31016042780748665,income,2517
Below poverty line,0.6099706744868035,income,2517
Middle (2-4x),0.5292553191489362,income,2517
Near poverty (1-2x),0.5672823218997362,income,2517
Mexican American,0.47,race,2518
Non-Hispanic Asian,0.4074074074074074,race,2518
Non-Hispanic Black,0.5542635658914729,race,2518
Non-Hispanic White,0.5454545454545454,race,2518
Other Hispanic,0.5352112676056338,race,2518
Other Race - Including Multi-Racial,0.47619047619047616,race,2518
Above 4x poverty line,0.32142857142857145,income,2518
Below poverty line,0.6268656716417911,income,2518
Middle (2-4x),0.5037593984962406,income,2518
Near poverty (1-2x),0.5380577427821522,income,2518
Mexican American,0.495,race,2519
Non-Hispanic Asian,0.2839506172839506,race,2519
Non-Hispanic Black,0.562015503875969,race,2519
Non-Hispanic White,0.5454545454545454,race,2519
Other Hispanic,0.5633802816901409,race,2519
Other Race - Including Multi-Racial,0.5396825396825397,race,2519
Above 4x poverty line,0.2716049382716049,income,2519
Below poverty line,0.6213872832369942,income,2519
Middle (2-4x),0.4935400516795866,income,2519
Near poverty (1-2x),0.5798969072164949,income,2519
Mexican American,0.415,race,2520
Non-Hispanic Asian,0.2962962962962963,race,2520
Non-Hispanic Black,0.5116279069767442,race,2520
Non-Hispanic White,0.5287569573283859,race,2520
Other Hispanic,0.5422535211267606,race,2520
Other Race - Including Multi-Racial,0.5238095238095238,race,2520
Above 4x poverty line,0.3333333333333333,income,2520
Below poverty line,0.589041095890411,income,2520
Middle (2-4x),0.43535620052770446,income,2520
Near poverty (1-2x),0.5274151436031331,income,2520
Mexican American,0.51,race,2521
Non-Hispanic Asian,0.345679012345679,race,2521
Non-Hispanic Black,0.5232558139534884,race,2521
Non-Hispanic White,0.5250463821892394,race,2521
Other Hispanic,0.5633802816901409,race,2521
Other Race - Including Multi-Racial,0.5079365079365079,race,2521
Above 4x poverty line,0.3374233128834356,income,2521
Below poverty line,0.5633802816901409,income,2521
Middle (2-4x),0.49318801089918257,income,2521
Near poverty (1-2x),0.5628140703517588,income,2521
Mexican American,0.495,race,2522
Non-Hispanic Asian,0.32098765432098764,race,2522
Non-Hispanic Black,0.5155038759689923,race,2522
Non-Hispanic White,0.5658627087198516,race,2522
Other Hispanic,0.5070422535211268,race,2522
Other Race - Including Multi-Racial,0.5396825396825397,race,2522
Above 4x poverty line,0.3592814371257485,income,2522
Below poverty line,0.6041666666666666,income,2522
Middle (2-4x),0.484375,income,2522
Near poverty (1-2x),0.5555555555555556,income,2522
Mexican American,0.415,race,2523
Non-Hispanic Asian,0.2962962962962963,race,2523
Non-Hispanic Black,0.5387596899224806,race,2523
Non-Hispanic White,0.5435992578849722,race,2523
Other Hispanic,0.5633802816901409,race,2523
Other Race - Including Multi-Racial,0.42857142857142855,race,2523
Above 4x poverty line,0.3132530120481928,income,2523
Below poverty line,0.568,income,2523
Middle (2-4x),0.48097826086956524,income,2523
Near poverty (1-2x),0.5454545454545454,income,2523
Mexican American,0.465,race,2524
Non-Hispanic Asian,0.48148148148148145,race,2524
Non-Hispanic Black,0.5503875968992248,race,2524
Non-Hispanic White,0.5473098330241187,race,2524
Other Hispanic,0.49295774647887325,race,2524
Other Race - Including Multi-Racial,0.5079365079365079,race,2524
Above 4x poverty line,0.36666666666666664,income,2524
Below poverty line,0.6061452513966481,income,2524
Middle (2-4x),0.48936170212765956,income,2524
Near poverty (1-2x),0.5388471177944862,income,2524
Mexican American,0.465,race,2525
Non-Hispanic Asian,0.30864197530864196,race,2525
Non-Hispanic Black,0.5310077519379846,race,2525
Non-Hispanic White,0.5528756957328386,race,2525
Other Hispanic,0.47183098591549294,race,2525
Other Race - Including Multi-Racial,0.5555555555555556,race,2525
Above 4x poverty line,0.35542168674698793,income,2525
Below poverty line,0.5791044776119403,income,2525
Middle (2-4x),0.4648241206030151,income,2525
Near poverty (1-2x),0.5651041666666666,income,2525
Mexican American,0.48,race,2526
Non-Hispanic Asian,0.3950617283950617,race,2526
Non-Hispanic Black,0.5658914728682171,race,2526
Non-Hispanic White,0.5640074211502782,race,2526
Other Hispanic,0.5422535211267606,race,2526
Other Race - Including Multi-Racial,0.49206349206349204,race,2526
Above 4x poverty line,0.3269230769230769,income,2526
Below poverty line,0.6011904761904762,income,2526
Middle (2-4x),0.4813895781637717,income,2526
Near poverty (1-2x),0.615979381443299,income,2526
Mexican American,0.44,race,2527
Non-Hispanic Asian,0.30864197530864196,race,2527
Non-Hispanic Black,0.49612403100775193,race,2527
Non-Hispanic White,0.47680890538033394,race,2527
Other Hispanic,0.49295774647887325,race,2527
Other Race - Including Multi-Racial,0.5079365079365079,race,2527
Above 4x poverty line,0.32044198895027626,income,2527
Below poverty line,0.5174603174603175,income,2527
Middle (2-4x),0.4707379134860051,income,2527
Near poverty (1-2x),0.49238578680203043,income,2527
Mexican American,0.48,race,2528
Non-Hispanic Asian,0.35802469135802467,race,2528
Non-Hispanic Black,0.5581395348837209,race,2528
Non-Hispanic White,0.5565862708719852,race,2528
Other Hispanic,0.5492957746478874,race,2528
Other Race - Including Multi-Racial,0.49206349206349204,race,2528
Above 4x poverty line,0.3522012578616352,income,2528
Below poverty line,0.5806451612903226,income,2528
Middle (2-4x),0.476303317535545,income,2528
Near poverty (1-2x),0.6177285318559557,income,2528
Mexican American,0.43,race,2529
Non-Hispanic Asian,0.30864197530864196,race,2529
Non-Hispanic Black,0.5232558139534884,race,2529
Non-Hispanic White,0.5269016697588126,race,2529
Other Hispanic,0.5211267605633803,race,2529
Other Race - Including Multi-Racial,0.5714285714285714,race,2529
Above 4x poverty line,0.24836601307189543,income,2529
Below poverty line,0.5706051873198847,income,2529
Middle (2-4x),0.4959349593495935,income,2529
Near poverty (1-2x),0.533816425120773,income,2529
Mexican American,0.5,race,2530
Non-Hispanic Asian,0.345679012345679,race,2530
Non-Hispanic Black,0.5,race,2530
Non-Hispanic White,0.5102040816326531,race,2530
Other Hispanic,0.5774647887323944,race,2530
Other Race - Including Multi-Racial,0.5873015873015873,race,2530
Above 4x poverty line,0.323943661971831,income,2530
Below poverty line,0.615819209039548,income,2530
Middle (2-4x),0.4643734643734644,income,2530
Near poverty (1-2x),0.5210526315789473,income,2530
Mexican American,0.41,race,2531
Non-Hispanic Asian,0.3333333333333333,race,2531
Non-Hispanic Black,0.5581395348837209,race,2531
